,Geneid,_filesTien_Cont1_S25sorted,_filesTien_Cont2_S26sorted,_filesTien_Cont3_S27sorted,_filesTien_Zn1_S28sorted,_filesTien_Zn2_S29sorted,_filesTien_Zn3_S30sorted
32135,ENSG00000256713,0,2,2,3,2,4
32136,ENSG00000167992,11,172,214,548,406,323
32137,ENSG00000167986,1658,21144,31192,25553,23492,15506
32138,ENSG000001494761,100,1385,1914,1516,1267,905
32139,ENSG00000162144,68,877,1225,1008,842,628
32140,ENSG00000149483,29,711,913,934,827,557
32141,ENSG00000187049,44,365,529,407,440,266
32142,ENSG000001495321,495,6195,9192,7454,6808,4429
32143,ENSG00000256591,0,34,28,38,39,31
32144,ENSG00000167985,14,224,260,222,198,122
32145,ENSG00000240823,0,5,9,10,5,2
32146,ENSG00000162148,2,60,93,116,72,52
32147,ENSG00000255931,0,2,0,1,5,5
32148,ENSG00000266006,0,0,0,0,0,0
32149,ENSG00000204950,11,111,123,81,75,49
32150,ENSG00000011347,41,545,850,821,644,396
32151,ENSG00000256443,0,4,9,0,0,5
32152,ENSG00000250230,0,3,0,2,3,1
32153,ENSG00000243742,1,8,9,7,15,11
32154,ENSG00000255947,0,1,2,0,2,0
32155,ENSG00000134780,80,1100,1643,1572,1339,916
32156,ENSG00000124915,0,7,4,3,3,2
32157,ENSG00000124920,57,759,986,1023,951,661
32158,ENSG00000134825,66,954,1343,1197,1106,892
32159,ENSG00000207601,0,0,0,0,0,0
32160,ENSG00000168496,418,5226,7730,6368,5934,3923
32161,ENSG00000134824,800,10410,14462,9161,8143,5567
32162,ENSG000001494851,803,9878,14113,10055,9407,6407
32163,ENSG00000222326,0,0,0,0,0,0
32164,ENSG00000221968,85,1506,2024,2300,2046,1294
32165,ENSG00000167994,108,1445,1992,1449,1317,767
32166,ENSG00000200898,0,0,0,0,0,0
32167,ENSG000001679951,5,132,133,109,88,66
32168,ENSG000001679961,2445,33115,44995,43216,39137,26561
32169,ENSG00000269089,4,39,52,36,32,24
32170,ENSG00000244176,0,0,0,0,2,0
32171,ENSG00000254424,0,0,0,0,0,0
32172,ENSG00000255553,0,2,0,5,0,0
32173,ENSG00000149503,638,8586,12481,10185,8748,6037
32174,ENSG00000236607,0,0,0,0,0,0
32175,ENSG00000168515,0,0,0,0,0,0
32176,ENSG00000124939,0,0,0,0,0,0
32177,ENSG00000254404,0,0,0,0,0,0
32178,ENSG00000124935,0,0,2,0,0,3
32179,ENSG00000110484,0,0,0,0,0,0
32180,ENSG00000197745,0,0,0,0,0,0
32181,ENSG00000255213,0,6,2,2,4,3
32182,ENSG00000255118,0,1,2,4,1,0
32183,ENSG00000162174,77,1150,1633,1315,1097,782
32184,ENSG00000254454,2,30,53,34,33,23
32185,ENSG00000265696,0,0,0,0,0,0
32186,ENSG00000255126,0,0,0,0,0,0
32187,ENSG00000149021,0,0,0,0,0,0
32188,ENSG00000255446,0,0,0,0,0,0
32189,ENSG00000124942,130,2067,3106,5354,4923,3092
32190,ENSG00000238861,0,0,0,0,0,0
32191,ENSG00000250659,0,1,2,5,5,3
32192,ENSG00000257058,0,1,1,6,0,1
32193,ENSG00000254772,0,1,1,1,0,0
32194,ENSG00000255508,2,29,27,35,11,11
32195,ENSG000001490161,31,406,660,572,535,373
32196,ENSG00000149480,625,7950,10955,9463,8568,6079
32197,ENSG00000149499,56,732,1019,903,837,524
32198,ENSG00000254964,0,0,0,0,0,2
32199,ENSG00000149489,0,24,35,21,27,24
32200,ENSG00000149541,70,1015,1353,1265,1151,844
32201,ENSG000000895971,1506,19877,28944,22599,20995,13361
32202,ENSG00000185085,62,1021,1517,1364,1165,791
32203,ENSG00000255432,0,0,0,0,0,0
32204,ENSG00000162194,41,495,704,631,489,411
32205,ENSG00000214756,30,255,406,383,286,173
32206,ENSG00000206597,0,0,0,0,0,0
32207,ENSG00000204922,32,461,622,583,463,317
32208,ENSG00000162191,79,731,1120,666,658,433
32209,ENSG00000177363,2,23,23,23,26,9
32210,ENSG00000234857,21,230,299,200,252,185
32211,ENSG000001680001,13,96,143,129,91,58
32212,ENSG00000162188,2,8,19,26,17,16
32213,ENSG00000214753,150,2210,3141,2596,2289,1668
32214,ENSG00000162222,55,880,1150,1081,897,660
32215,ENSG00000185670,54,672,974,568,487,344
32216,ENSG00000168002,138,1838,2723,2051,2035,1432
32217,ENSG00000267811,0,31,38,41,48,20
32218,ENSG00000162227,52,879,1065,1023,833,592
32219,ENSG00000168569,44,1008,1451,1145,1102,740
32220,ENSG00000269176,2,13,23,7,6,10
32221,ENSG00000185475,48,422,566,446,431,264
32222,ENSG00000162231,138,1561,2296,2048,1900,1321
32223,ENSG00000162236,45,603,876,685,623,407
32224,ENSG00000269463,2,8,4,5,3,14
32225,ENSG00000252361,0,17,17,12,24,19
32226,ENSG00000264442,0,9,15,8,12,4
32227,ENSG00000256690,0,11,14,6,8,10
32228,ENSG000001333161,158,2064,2873,2443,2372,1571
32229,ENSG00000222328,0,0,0,0,0,0
32230,ENSG00000255717,436,5727,8007,8403,7204,5195
32231,ENSG000001680031,700,9091,12552,11006,9720,6601
32232,ENSG00000168539,0,13,7,7,11,1
32233,ENSG00000257002,0,5,5,3,0,6
32234,ENSG00000241082,0,0,0,0,0,0
32235,ENSG00000197901,0,0,0,0,0,0
32236,ENSG000001494521,0,1,0,4,7,1
32237,ENSG00000256041,0,0,2,0,0,0
32238,ENSG00000253547,0,0,0,0,0,0
32239,ENSG00000197658,0,0,0,0,0,0
32240,ENSG00000239924,0,0,0,0,0,0
32241,ENSG00000184999,0,4,4,7,2,3
32242,ENSG00000196600,0,3,0,0,0,5
32243,ENSG00000256863,0,0,0,0,0,0
32244,ENSG00000256847,0,0,0,0,0,0
32245,ENSG00000256181,0,0,0,0,0,0
32246,ENSG00000149742,3,14,16,13,10,2
32247,ENSG00000168004,3,52,64,35,47,14
32248,ENSG000001333171,0,13,32,36,27,13
32249,ENSG00000133321,0,2,0,16,2,3
32250,ENSG00000133328,0,2,0,15,5,1
32251,ENSG00000176485,68,734,998,879,730,484
32252,ENSG00000203520,0,0,0,0,3,0
32253,ENSG00000184743,124,1649,2563,2181,1945,1382
32254,ENSG00000270269,0,0,0,2,3,0
32255,ENSG00000256789,0,2,2,3,1,2
32256,ENSG00000133318,532,7164,10517,7526,6780,4499
32257,ENSG00000271100,0,0,2,3,0,0
32258,ENSG00000188070,207,2629,3427,2704,2474,1653
32259,ENSG00000255651,0,4,8,15,3,12
32260,ENSG00000264519,0,3,0,3,6,1
32261,ENSG00000168005,439,6148,8434,7426,6613,4628
32262,ENSG00000256280,0,0,0,0,0,0
32263,ENSG000000725181,178,2340,3086,2399,2435,1438
32264,ENSG00000202089,0,2,0,1,0,0
32265,ENSG00000167771,351,4601,6222,5728,5001,3486
32266,ENSG00000110583,225,2910,4084,3502,3158,2054
32267,ENSG00000207200,0,0,0,4,0,0
32268,ENSG00000176340,92,1163,1843,1519,1313,876
32269,ENSG00000256100,0,0,0,0,0,0
32270,ENSG00000167770,191,3093,4354,3626,3275,2256
32271,ENSG00000133315,55,575,920,867,749,546
32272,ENSG00000256824,0,16,26,8,7,6
32273,ENSG00000256481,0,5,6,1,2,6
32274,ENSG00000126500,42,557,821,424,322,242
32275,ENSG00000256341,1,4,7,7,2,3
32276,ENSG000001684391,1373,16991,23745,20629,19033,13031
32277,ENSG00000149781,7,48,64,80,52,42
32278,ENSG00000149743,32,423,523,478,411,327
32279,ENSG00000149761,27,387,515,409,303,256
32280,ENSG00000256116,0,5,10,3,5,3
32281,ENSG00000110011,23,547,704,617,561,332
32282,ENSG00000173511,65,1257,1705,1522,1250,818
32283,ENSG00000173486,441,5658,7644,6253,5283,3772
32284,ENSG00000173457,914,12556,17805,15550,13459,9444
32285,ENSG00000256940,0,39,52,48,25,26
32286,ENSG00000257086,6,181,236,134,101,70
32287,ENSG00000149782,617,7169,10493,7984,6908,4638
32288,ENSG00000002330,15,130,224,149,164,80
32289,ENSG00000173264,67,1039,1281,1018,964,639
32290,ENSG00000182450,0,3,0,0,0,1
32291,ENSG00000257069,0,1,3,0,0,0
32292,ENSG00000207024,0,0,0,0,0,0
32293,ENSG00000219435,0,2,2,4,6,0
32294,ENSG00000173153,163,2109,3126,2536,2324,1559
32295,ENSG00000173113,318,4453,6131,5350,5263,3567
32296,ENSG00000126432,1334,18469,25731,20649,17804,13461
32297,ENSG00000236935,0,2,10,5,3,0
32298,ENSG000001680711,35,375,434,374,345,195
32299,ENSG00000162302,84,1034,1466,1422,1194,748
32300,ENSG00000221273,0,0,0,0,0,0
32301,ENSG00000231680,8,83,122,101,82,40
32302,ENSG00000231492,0,0,0,0,0,0
32303,ENSG00000181908,0,4,4,4,4,0
32304,ENSG00000232500,0,0,0,0,0,0
32305,ENSG00000237363,0,0,0,0,0,0
32306,ENSG000001680651,0,12,22,1,17,6
32307,ENSG00000197891,0,0,0,0,0,0
32308,ENSG000001100761,97,1409,1879,1580,1338,804
32309,ENSG00000237410,0,1,1,1,1,2
32310,ENSG000000688311,57,942,1081,779,587,490
32311,ENSG00000068976,5,158,164,125,129,105
32312,ENSG000001680661,1167,14921,21704,17993,15504,10314
32313,ENSG00000269038,4,27,27,25,18,29
32314,ENSG00000269290,3,24,26,18,25,12
32315,ENSG00000168067,68,951,1079,1185,1037,664
32316,ENSG000001338951,235,3387,4765,4053,3529,2192
32317,ENSG00000171219,35,599,677,1812,1429,949
32318,ENSG000001100471,128,1377,2192,1988,1799,1144
32319,ENSG00000230835,0,0,0,0,0,0
32320,ENSG00000203400,0,0,0,1,4,0
32321,ENSG00000267804,0,0,0,0,1,3
32322,ENSG00000207648,0,0,0,0,0,0
32323,ENSG00000229719,1,0,0,0,0,2
32324,ENSG00000110046,74,1062,1443,1157,1027,719
32325,ENSG00000068971,17,214,300,213,180,103
32326,ENSG00000149735,0,2,12,0,8,3
32327,ENSG00000168070,0,0,0,0,0,0
32328,ENSG00000168062,2,45,82,68,65,51
32329,ENSG00000213465,118,1628,2270,1921,1750,1075
32330,ENSG00000273003,0,0,0,0,0,0
32331,ENSG00000270775,0,1,3,0,2,2
32332,ENSG00000110025,0,14,11,15,17,6
32333,ENSG00000168061,35,868,1153,1138,983,678
32334,ENSG000001680601,0,36,35,22,7,13
32335,ENSG00000266123,0,0,0,0,0,1
32336,ENSG00000146670,296,4118,5710,5353,4761,3106
32337,ENSG00000162300,17,273,382,309,323,205
32338,ENSG00000187066,0,28,38,49,43,16
32339,ENSG00000149823,294,4284,5696,4021,3629,2350
32340,ENSG00000254501,0,0,0,0,0,0
32341,ENSG000001498091,58,841,1057,766,639,458
32342,ENSG00000174276,36,354,516,529,357,254
32343,ENSG00000255173,0,0,0,0,0,0
32344,ENSG00000149806,586,8518,11021,10131,9381,6198
32345,ENSG000001622981,119,1596,2352,2091,1700,1070
32346,ENSG00000149792,195,2618,3800,3106,2613,1897
32347,ENSG00000254455,0,0,0,0,0,0
32348,ENSG00000222477,0,0,0,0,0,0
32349,ENSG00000255058,0,0,0,0,0,0
32350,ENSG00000204710,6,60,75,69,58,14
32351,ENSG00000255200,0,21,31,22,12,22
32352,ENSG00000249251,0,0,0,0,0,0
32353,ENSG00000254614,10,134,189,122,105,84
32354,ENSG000000142161,1051,14221,20207,13194,11995,7791
32355,ENSG00000197847,10,185,308,199,135,118
32356,ENSG00000014138,261,3323,5006,4288,3665,2536
32357,ENSG00000149798,48,482,762,546,542,372
32358,ENSG00000133884,248,3614,5083,4362,3919,2613
32359,ENSG00000173825,8,15,55,49,50,33
32360,ENSG00000255478,0,0,1,2,0,2
32361,ENSG00000162241,4,161,204,161,163,146
32362,ENSG00000126391,73,1239,1542,1595,1346,902
32363,ENSG00000245532,208,2824,3337,5685,4392,3639
32364,ENSG00000173727,0,1,2,0,0,0
32365,ENSG00000251562,3871,55736,71906,93155,70747,59574
32366,ENSG00000270117,0,0,0,0,0,0
32367,ENSG00000270526,0,0,0,0,0,0
32368,ENSG000001421861,304,3791,5600,4910,4285,2732
32369,ENSG000001680561,73,1401,1873,1723,1526,972
32370,ENSG00000260233,2,22,48,27,31,17
32371,ENSG00000173465,53,710,774,725,658,411
32372,ENSG00000176973,1,40,58,39,39,20
32373,ENSG00000173442,97,1232,1502,1351,1187,778
32374,ENSG00000269018,0,0,0,0,0,0
32375,ENSG00000173338,0,12,14,13,17,7
32376,ENSG00000173327,300,3668,5026,4240,3715,2481
32377,ENSG00000197136,376,5121,7236,5647,5167,3338
32378,ENSG00000266041,0,0,0,0,0,0
32379,ENSG00000213445,70,788,1040,1096,977,627
32380,ENSG00000265874,0,0,0,1,7,3
32381,ENSG000001730391,75,1076,1577,1433,1361,851
32382,ENSG00000239356,0,0,0,0,0,0
32383,ENSG00000172977,69,945,1343,1159,1069,752
32384,ENSG00000172922,36,636,755,682,557,415
32385,ENSG00000214659,1,7,5,11,2,2
32386,ENSG00000255557,0,21,30,31,29,14
32387,ENSG00000254470,37,494,718,590,508,320
32388,ENSG00000175827,0,0,0,0,0,0
32389,ENSG00000172818,0,25,33,34,30,15
32390,ENSG00000255120,0,1,0,0,3,1
32391,ENSG00000255404,0,0,0,0,0,0
32392,ENSG00000172757,1251,16271,23783,20880,18155,11898
32393,ENSG000001728031,5,86,109,173,113,121
32394,ENSG00000172732,115,1275,1755,1629,1482,1012
32395,ENSG00000172638,24,248,414,383,325,207
32396,ENSG00000172543,0,2,2,1,4,6
32397,ENSG00000172500,148,2321,3131,2670,2555,1591
32398,ENSG00000175602,263,3025,4535,4052,3662,2403
32399,ENSG00000175592,16,306,462,1829,1737,1005
32400,ENSG00000175573,78,1182,1574,1455,1089,858
32401,ENSG00000175550,503,6056,8532,7205,6604,4505
32402,ENSG00000175513,47,661,872,554,414,303
32403,ENSG000001754671,473,6116,8912,7250,6653,4541
32404,ENSG00000254867,0,0,2,1,0,2
32405,ENSG00000175376,61,808,1133,995,810,613
32406,ENSG00000175334,293,4713,6334,5375,5084,3466
32407,ENSG00000175315,0,0,2,0,0,0
32408,ENSG00000175294,0,0,5,0,0,2
32409,ENSG00000175229,46,610,768,614,588,383
32410,ENSG000000873651,860,11531,16353,14401,12916,8621
32411,ENSG00000238752,0,0,0,0,0,0
32412,ENSG00000255038,0,3,5,8,0,0
32413,ENSG00000175115,106,1219,1795,1667,1538,1018
32414,ENSG00000238763,0,2,0,0,0,2
32415,ENSG00000255320,2,9,20,26,15,9
32416,ENSG00000174996,209,2496,3608,3263,2833,1856
32417,ENSG00000254461,3,30,53,41,49,49
32418,ENSG00000254855,0,1,0,6,5,9
32419,ENSG00000254762,0,0,1,1,0,1
32420,ENSG000001749031,170,2508,3498,2635,2391,1693
32421,ENSG00000245156,0,28,51,39,38,29
32422,ENSG00000254452,0,0,0,0,0,0
32423,ENSG00000174871,23,317,446,515,453,269
32424,ENSG000001748511,101,1365,1972,1524,1348,838
32425,ENSG00000179292,2,55,57,71,55,28
32426,ENSG00000254458,0,4,6,0,11,0
32427,ENSG00000174807,10,353,512,436,375,263
32428,ENSG00000174791,15,130,213,228,216,154
32429,ENSG00000254756,0,2,7,5,1,4
32430,ENSG00000174744,102,1469,1970,1784,1603,1079
32431,ENSG00000174684,67,1012,1484,1123,1147,719
32432,ENSG00000255468,4,115,175,128,90,104
32433,ENSG00000174669,108,1464,1982,1711,1563,986
32434,ENSG00000254736,0,0,0,0,0,0
32435,ENSG00000202317,0,0,0,0,0,0
32436,ENSG00000254510,3,23,19,54,51,35
32437,ENSG00000174576,0,5,7,19,21,11
32438,ENSG00000201733,0,1,0,0,0,0
32439,ENSG00000174547,248,3545,4547,3902,3601,2720
32440,ENSG00000254596,0,0,1,0,0,0
32441,ENSG000001745161,36,494,692,542,500,321
32442,ENSG00000255517,6,53,69,37,46,19
32443,ENSG00000254986,209,2698,3377,2914,2768,1660
32444,ENSG00000256349,0,0,0,0,0,0
32445,ENSG000001744831,26,198,268,243,203,165
32446,ENSG00000174165,54,733,1029,897,866,566
32447,ENSG00000269990,33,359,419,407,354,245
32448,ENSG00000248746,1,13,37,27,31,20
32449,ENSG00000250105,0,1,0,2,0,0
32450,ENSG00000174080,9,108,133,198,183,107
32451,ENSG00000182791,0,18,17,26,29,27
32452,ENSG00000173992,193,2497,3596,3159,2642,1836
32453,ENSG00000199325,1,3,3,6,3,4
32454,ENSG00000239306,289,4095,5868,5195,4219,2946
32455,ENSG000001739331,54,426,600,534,499,381
32456,ENSG00000248643,0,3,0,2,2,0
32457,ENSG00000173914,92,1077,1520,1331,1217,818
32458,ENSG00000258297,53,597,845,734,625,412
32459,ENSG00000173898,446,5762,7774,10378,8836,6136
32460,ENSG00000239553,0,0,0,0,2,1
32461,ENSG000001737151,46,730,1066,1012,994,567
32462,ENSG00000213409,0,12,15,16,15,9
32463,ENSG00000254984,0,0,6,6,3,0
32464,ENSG00000173653,103,1265,1683,1506,1271,916
32465,ENSG00000173599,192,2217,3304,1952,1835,1137
32466,ENSG00000173621,183,2235,3024,3245,2938,1879
32467,ENSG00000239099,0,0,0,0,0,0
32468,ENSG00000266423,0,0,0,0,0,0
32469,ENSG00000173237,0,12,8,6,13,3
32470,ENSG00000252709,0,0,0,1,0,0
32471,ENSG00000173227,67,991,1287,988,807,621
32472,ENSG00000173156,45,685,991,1088,976,620
32473,ENSG000001731201,590,8603,12420,10112,8710,5981
32474,ENSG00000179038,0,30,32,13,19,22
32475,ENSG00000238892,0,2,2,2,0,1
32476,ENSG00000173020,435,5693,7824,6501,6131,4210
32477,ENSG000001729321,112,1554,2095,2058,1694,1327
32478,ENSG00000172830,114,1854,2685,2493,2074,1418
32479,ENSG00000175482,6,148,201,153,145,101
32480,ENSG00000256514,0,0,0,0,0,0
32481,ENSG00000201684,0,2,0,0,2,0
32482,ENSG00000175505,24,358,617,591,490,375
32483,ENSG00000172613,70,1013,1316,1324,1075,767
32484,ENSG00000253024,0,3,1,7,0,1
32485,ENSG000001725311,753,9051,12522,10236,8951,5832
32486,ENSG00000175463,10,87,94,69,68,46
32487,ENSG00000172508,7,59,105,75,48,44
32488,ENSG000001756341,145,1807,2587,2465,2193,1448
32489,ENSG00000255949,0,0,0,0,0,0
32490,ENSG00000213402,27,351,497,296,266,193
32491,ENSG00000172725,442,6435,8587,6875,6171,3915
32492,ENSG00000175514,0,2,8,8,7,0
32493,ENSG00000175544,0,19,10,16,10,6
32494,ENSG00000269913,0,7,11,4,2,4
32495,ENSG00000270169,0,6,6,1,4,3
32496,ENSG00000172663,65,1349,1745,1360,1341,869
32497,ENSG00000110711,159,1794,2452,2134,1872,1342
32498,ENSG00000110697,226,3150,4263,3808,3530,2209
32499,ENSG00000167797,85,1163,1629,1149,1111,621
32500,ENSG00000167791,0,1,1,0,2,0
32501,ENSG00000244152,0,0,0,0,0,0
32502,ENSG000000842071,2008,28344,39703,33391,29703,20146
32503,ENSG00000184224,0,15,25,29,22,17
32504,ENSG00000255119,1,9,9,10,9,11
32505,ENSG00000167792,481,6577,8923,7497,6693,4464
32506,ENSG00000231793,4,96,102,73,64,46
32507,ENSG00000255318,13,212,282,253,213,133
32508,ENSG00000167799,24,229,348,200,168,112
32509,ENSG00000167800,0,48,86,39,41,28
32510,ENSG00000132744,0,0,0,0,0,0
32511,ENSG00000227834,0,0,0,0,0,0
32512,ENSG000001327461,0,0,2,1,0,6
32513,ENSG00000239559,4,40,71,57,49,63
32514,ENSG00000184795,5,4,13,4,1,1
32515,ENSG00000235855,0,1,0,0,2,0
32516,ENSG00000266451,0,0,0,0,0,0
32517,ENSG00000254447,0,0,0,0,0,0
32518,ENSG00000254883,0,0,0,0,0,0
32519,ENSG00000255147,0,1,0,0,1,1
32520,ENSG00000227620,1,15,20,13,11,7
32521,ENSG00000160172,27,337,491,302,306,181
32522,ENSG00000254792,0,5,4,5,14,6
32523,ENSG00000251637,1,31,33,66,41,31
32524,ENSG00000206587,1,5,4,1,2,1
32525,ENSG00000243672,0,4,7,4,5,0
32526,ENSG00000221553,0,10,12,8,6,4
32527,ENSG00000254610,3,36,60,45,33,30
32528,ENSG00000254850,2,6,4,7,4,9
32529,ENSG00000255230,0,0,1,0,0,0
32530,ENSG00000255554,0,0,0,0,1,2
32531,ENSG00000110057,86,1273,1710,1498,1335,863
32532,ENSG000000065341,9,185,175,221,172,106
32533,ENSG00000255306,4,46,58,77,48,37
32534,ENSG00000110717,327,4269,5916,4917,4682,2843
32535,ENSG00000266737,0,0,0,0,0,0
32536,ENSG00000110719,63,814,1067,951,897,635
32537,ENSG00000255031,1,36,45,47,39,31
32538,ENSG00000110721,182,2597,3720,3401,2940,2081
32539,ENSG00000255236,0,13,17,10,30,11
32540,ENSG000001100661,232,2909,4242,3913,3257,2401
32541,ENSG00000171067,163,1883,2726,2668,2445,1683
32542,ENSG00000162337,314,4324,6184,5064,4765,2925
32543,ENSG000001100751,453,5937,8291,6010,5454,3732
32544,ENSG00000254856,0,0,1,4,2,0
32545,ENSG00000222339,0,2,1,1,0,0
32546,ENSG00000212093,0,1,0,0,0,1
32547,ENSG00000260808,2,21,17,25,12,20
32548,ENSG00000266854,0,1,2,0,4,0
32549,ENSG00000069482,293,3777,5363,6170,5718,3846
32550,ENSG00000132749,229,3302,4350,3154,2852,1973
32551,ENSG00000110090,60,807,1044,922,892,562
32552,ENSG00000250508,2,15,25,14,13,18
32553,ENSG00000197345,56,814,1131,994,911,604
32554,ENSG00000132740,92,1317,1854,1675,1593,1063
32555,ENSG00000255741,0,0,6,8,2,3
32556,ENSG00000172938,0,0,0,0,0,0
32557,ENSG00000261625,0,2,12,15,18,11
32558,ENSG00000261276,0,0,0,0,0,0
32559,ENSG00000172935,5,48,101,165,181,89
32560,ENSG00000256508,0,0,2,7,7,7
32561,ENSG000001623411,86,1071,1636,1629,1348,947
32562,ENSG00000265539,0,8,4,2,4,1
32563,ENSG00000260895,0,3,8,3,1,5
32564,ENSG00000261070,0,1,3,0,5,0
32565,ENSG00000259799,0,5,6,8,10,8
32566,ENSG00000172927,4,106,147,190,198,144
32567,ENSG00000213275,0,0,2,0,0,2
32568,ENSG00000260877,1,7,8,18,10,7
32569,ENSG00000259854,0,0,4,0,0,0
32570,ENSG00000255980,0,2,0,2,1,0
32571,ENSG00000255606,0,1,4,6,1,2
32572,ENSG00000261347,0,0,0,0,0,0
32573,ENSG00000255774,0,2,2,2,3,2
32574,ENSG00000110092,2773,35300,50407,44231,39809,25977
32575,ENSG00000149716,49,818,1164,1045,961,616
32576,ENSG00000162344,173,2699,3625,1569,1405,911
32577,ENSG00000256441,0,1,2,1,2,6
32578,ENSG00000268351,19,288,363,243,192,142
32579,ENSG00000075388,70,1009,1447,845,711,456
32580,ENSG00000186895,0,0,0,0,0,0
32581,ENSG00000255191,0,0,4,1,0,0
32582,ENSG00000254605,0,0,0,0,0,0
32583,ENSG00000248844,0,0,0,0,0,0
32584,ENSG00000254417,0,0,0,0,0,0
32585,ENSG00000202070,0,0,0,0,0,0
32586,ENSG000001316201,11,156,160,173,224,110
32587,ENSG00000255143,0,0,0,0,1,0
32588,ENSG00000254902,0,0,0,0,0,0
32589,ENSG00000168040,129,1865,2588,1879,1992,1254
32590,ENSG00000254721,0,0,0,0,0,0
32591,ENSG000001316261,375,5023,6858,5657,4887,3500
32592,ENSG00000255329,3,0,1,2,1,4
32593,ENSG00000254604,3,1,17,14,5,8
32594,ENSG00000221333,0,0,0,0,0,0
32595,ENSG00000254484,0,0,3,0,0,0
32596,ENSG00000255539,0,1,0,0,0,1
32597,ENSG00000254495,2,1,5,2,3,0
32598,ENSG00000246889,17,108,168,139,115,77
32599,ENSG000000857331,997,12994,18571,17698,15600,11045
32600,ENSG000001621051,6,87,62,70,37,23
32601,ENSG00000227726,0,0,0,0,0,0
32602,ENSG00000226627,0,0,0,0,0,0
32603,ENSG00000236262,0,0,0,0,0,0
32604,ENSG00000207196,0,0,0,0,0,0
32605,ENSG00000171671,0,0,0,0,0,0
32606,ENSG00000263744,0,0,0,0,0,0
32607,ENSG00000172900,0,1,1,0,0,0
32608,ENSG000001728931,540,7444,10443,5888,5585,3560
32609,ENSG00000254682,22,538,667,415,360,265
32610,ENSG00000172890,123,1478,1892,1999,1696,1326
32611,ENSG00000254924,0,0,4,2,2,3
32612,ENSG00000244411,0,0,2,0,0,0
32613,ENSG00000241233,0,0,0,2,0,0
32614,ENSG00000254997,0,7,2,8,6,0
32615,ENSG00000204572,0,4,15,7,7,8
32616,ENSG00000248903,0,3,4,0,0,0
32617,ENSG00000249387,0,0,0,0,0,0
32618,ENSG00000204571,0,1,4,2,2,3
32619,ENSG00000187811,0,10,10,12,13,11
32620,ENSG00000184055,0,18,13,8,19,0
32621,ENSG00000255562,0,4,13,14,6,1
32622,ENSG00000255261,0,0,0,0,2,0
32623,ENSG00000255415,0,0,0,0,0,0
32624,ENSG00000221458,0,12,13,14,9,3
32625,ENSG00000239481,0,0,2,0,1,0
32626,ENSG00000254805,0,0,1,0,4,2
32627,ENSG00000254972,2,1,5,1,2,3
32628,ENSG00000223235,0,1,2,1,1,0
32629,ENSG00000255319,2,19,34,24,16,12
32630,ENSG000001584831,64,726,987,740,726,483
32631,ENSG00000248671,2,45,55,48,33,27
32632,ENSG00000254978,2,24,41,23,36,9
32633,ENSG00000264091,1,5,7,6,7,0
32634,ENSG00000214534,0,3,18,2,1,7
32635,ENSG00000184276,0,0,2,0,1,0
32636,ENSG00000252902,0,0,0,0,0,0
32637,ENSG00000255157,0,0,0,0,1,0
32638,ENSG00000254469,19,162,248,191,178,108
32639,ENSG00000225805,2,5,18,7,6,6
32640,ENSG00000228915,3,69,76,88,54,36
32641,ENSG00000254593,0,15,26,12,8,3
32642,ENSG00000266859,0,0,0,1,0,1
32643,ENSG000001375221,88,1138,1505,1219,1092,740
32644,ENSG00000255296,1,4,3,2,1,2
32645,ENSG000001374961,44,660,864,708,699,432
32646,ENSG000001374971,700,10554,14941,11718,10406,7157
32647,ENSG00000251143,0,25,40,36,24,15
32648,ENSG00000206783,0,1,0,0,0,1
32649,ENSG00000263742,0,0,0,0,0,0
32650,ENSG00000212089,0,0,0,0,0,1
32651,ENSG00000184154,18,454,580,509,413,364
32652,ENSG00000149357,252,3467,4825,4121,3855,2454
32653,ENSG00000238768,0,0,0,0,0,0
32654,ENSG00000110200,37,414,628,462,430,290
32655,ENSG00000110203,0,0,0,0,0,1
32656,ENSG00000257075,0,0,0,0,0,0
32657,ENSG00000256518,0,0,0,0,0,0
32658,ENSG00000204971,0,0,0,0,0,0
32659,ENSG00000255860,0,0,0,0,0,0
32660,ENSG00000110195,10,88,153,198,142,121
32661,ENSG00000165457,0,6,0,1,0,0
32662,ENSG00000165458,743,9891,13595,10994,9469,6308
32663,ENSG00000165462,11,225,272,294,292,179
32664,ENSG00000228286,0,0,1,0,0,0
32665,ENSG00000213365,0,0,0,2,0,1
32666,ENSG00000162129,90,1240,1722,1368,1350,804
32667,ENSG00000255843,3,6,5,7,7,4
32668,ENSG00000256739,0,1,0,1,4,1
32669,ENSG00000255672,0,1,0,0,0,0
32670,ENSG00000256403,0,0,1,2,0,0
32671,ENSG00000237408,0,0,0,0,0,0
32672,ENSG00000238048,2,10,8,9,1,2
32673,ENSG00000227467,0,1,2,2,6,0
32674,ENSG000001866421,36,597,761,723,651,396
32675,ENSG00000256633,0,1,0,4,1,2
32676,ENSG00000272036,0,0,0,0,0,0
32677,ENSG00000251919,0,0,0,0,0,0
32678,ENSG00000255808,1,0,1,0,0,0
32679,ENSG000001866351,314,4050,6273,4786,4227,2808
32680,ENSG00000256007,0,0,0,0,0,0
32681,ENSG00000245148,0,8,11,8,12,22
32682,ENSG00000244134,0,0,12,6,3,2
32683,ENSG00000214530,55,709,1026,797,792,458
32684,ENSG00000202522,0,2,5,4,2,5
32685,ENSG00000265064,0,1,0,0,0,0
