Geneid	X_filesTien_Cont1_S25sorted	X_filesTien_Cont2_S26sorted	X_filesTien_Cont3_S27sorted	X_filesTien_Zn1_S28sorted	X_filesTien_Zn2_S29sorted	X_filesTien_Zn3_S30sorted
CYP2T2P	0.0	8.0	18.0	16.0	7.0	10.0
CYP2T3P	1.0	3.0	6.0	7.0	7.0	4.0
CYP2W1	1.0	19.0	20.0	18.0	9.0	19.0
CYP39A1	3.0	10.0	26.0	9.0	9.0	4.0
CYP3A5	3.0	34.0	21.0	28.0	12.0	11.0
CYP3A52P	0.0	0.0	0.0	0.0	0.0	0.0
CYP3A54P	0.0	0.0	0.0	0.0	0.0	0.0
CYP3A7	0.0	5.0	6.0	4.0	5.0	1.0
CYP46A1	2.0	38.0	40.0	64.0	16.0	26.0
CYP46A4P	0.0	1.0	0.0	0.0	0.0	0.0
CYP4A11	0.0	4.0	1.0	1.0	6.0	0.0
CYP4A22	0.0	0.0	6.0	5.0	1.0	0.0
CYP4A22-AS1	10.0	96.0	112.0	70.0	84.0	69.0
CYP4A26P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4A27P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4A43P	0.0	2.0	0.0	0.0	0.0	0.0
CYP4A44P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4B1	0.0	2.0	2.0	1.0	2.0	4.0
CYP4F10P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F2	0.0	0.0	2.0	1.0	0.0	2.0
CYP4F22	4.0	2.0	11.0	4.0	2.0	0.0
CYP4F23P	0.0	0.0	1.0	2.0	0.0	0.0
CYP4F24P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F25P	0.0	0.0	1.0	0.0	0.0	1.0
CYP4F26P	1.0	110.0	150.0	187.0	174.0	134.0
CYP4F27P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F29P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F30P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F31P	0.0	0.0	2.0	0.0	0.0	0.0
CYP4F32P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F33P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F34P	0.0	0.0	0.0	1.0	0.0	1.0
CYP4F35P	0.0	0.0	0.0	2.0	0.0	0.0
CYP4F36P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F44P	1.0	6.0	8.0	0.0	4.0	3.0
CYP4F59P	0.0	1.0	0.0	2.0	0.0	0.0
CYP4F60P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F61P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F62P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F8	0.0	0.0	0.0	0.0	0.0	0.0
CYP4F9P	0.0	0.0	0.0	0.0	0.0	0.0
CYP4X1	0.0	193.0	267.0	138.0	127.0	76.0
CYP4Z1	0.0	12.0	9.0	10.0	12.0	10.0
CYP51A1P1	2.0	26.0	41.0	16.0	16.0	18.0
CYP51A1P2	1.0	41.0	45.0	33.0	34.0	25.0
CYP51A1P3	0.0	5.0	5.0	8.0	10.0	14.0
CYP7A1	0.0	0.0	2.0	2.0	0.0	2.0
CYP7B1	5.0	75.0	90.0	85.0	83.0	64.0
CYP8B1	0.0	0.0	0.0	0.0	2.0	0.0
CYS1	0.0	38.0	42.0	36.0	30.0	34.0
CYSLTR1	0.0	0.0	0.0	1.0	2.0	0.0
CYSLTR2	0.0	0.0	0.0	0.0	0.0	0.0
CYSTM1	33.0	357.0	410.0	464.0	393.0	270.0
CYTH2	112.0	1640.0	2185.0	1958.0	1685.0	1162.0
CYTIP	6.0	53.0	64.0	74.0	41.0	25.0
CYTL1	7.0	75.0	103.0	68.0	46.0	40.0
CYYR1	76.0	911.0	1265.0	1152.0	921.0	652.0
CYorf17	0.0	0.0	0.0	0.0	0.0	0.0
CoTC_ribozyme	0.0	0.0	0.0	0.0	0.0	0.0
D86994.1	0.0	0.0	0.0	0.0	0.0	0.0
D86994.2	0.0	0.0	0.0	0.0	0.0	0.0
D86998.1	0.0	0.0	0.0	0.0	0.0	0.0
D87007.1	0.0	0.0	0.0	0.0	0.0	0.0
D87015.1	0.0	0.0	0.0	0.0	0.0	0.0
D87024.1	0.0	0.0	0.0	0.0	0.0	0.0
DAB1-AS1	0.0	11.0	17.0	25.0	14.0	4.0
DACT2	14.0	275.0	354.0	324.0	299.0	208.0
DACT3	14.0	245.0	265.0	237.0	213.0	128.0
DACT3-AS1	0.0	2.0	9.0	15.0	10.0	4.0
DAD1	144.0	1966.0	2802.0	2291.0	2160.0	1390.0
DAG1	680.0	9136.0	13266.0	13287.0	11463.0	7499.0
DAGLA	80.0	1100.0	1643.0	1572.0	1339.0	916.0
DANCR	167.0	2187.0	3191.0	2575.0	2191.0	1628.0
DAND5	0.0	2.0	6.0	8.0	2.0	2.0
DAO	0.0	0.0	3.0	0.0	1.0	1.0
DAOA-AS1	0.0	0.0	0.0	0.0	0.0	0.0
DAP3P1	3.0	3.0	2.0	19.0	11.0	3.0
DAP3P2	0.0	6.0	2.0	8.0	0.0	4.0
DAPK1	354.0	4527.0	6784.0	4563.0	4307.0	2622.0
DAPK1-IT1	0.0	2.0	1.0	4.0	0.0	0.0
DAPK2	5.0	110.0	198.0	130.0	132.0	72.0
DAPK3	247.0	3111.0	4208.0	5088.0	4545.0	3129.0
DAPL1	0.0	0.0	0.0	0.0	0.0	0.0
DAPP1	0.0	2.0	0.0	1.0	0.0	0.0
DARC	0.0	11.0	12.0	22.0	10.0	2.0
DARS	215.0	3633.0	4891.0	4088.0	3632.0	2464.0
DARS2	223.0	3217.0	4275.0	3342.0	3074.0	2072.0
DAW1	4.0	3.0	9.0	12.0	16.0	17.0
DAXX	0.0	30.0	451.0	7.0	12.0	0.0
DAZ2	0.0	0.0	0.0	0.0	0.0	0.0
DAZ4	0.0	0.0	0.0	0.0	0.0	0.0
DAZAP2P1	0.0	5.0	11.0	2.0	10.0	9.0
DAZL	20.0	149.0	205.0	123.0	126.0	110.0
DBF4	375.0	4370.0	5948.0	5262.0	4353.0	3217.0
DBF4P1	2.0	33.0	39.0	22.0	32.0	27.0
DBH	5.0	132.0	193.0	68.0	96.0	60.0
DBH-AS1	9.0	137.0	184.0	146.0	111.0	71.0
DBIL5P	0.0	21.0	19.0	30.0	24.0	27.0
DBIL5P2	0.0	6.0	2.0	0.0	0.0	5.0
DBIP1	0.0	0.0	0.0	0.0	0.0	0.0
DBIP2	0.0	0.0	0.0	0.0	0.0	0.0
DBN1	1362.0	17214.0	25045.0	20374.0	18114.0	12571.0
DBNDD1	167.0	2202.0	2939.0	2805.0	2395.0	1530.0
DBNDD2	3.0	70.0	93.0	66.0	64.0	43.0
DBP	18.0	321.0	385.0	265.0	258.0	174.0
DBR1	51.0	713.0	1190.0	1053.0	843.0	562.0
DBX1	0.0	2.0	4.0	6.0	2.0	2.0
DBX2	0.0	0.0	0.0	2.0	0.0	0.0
DCAF12	156.0	2224.0	2978.0	2450.0	2155.0	1537.0
DCAF12L1	0.0	0.0	0.0	0.0	1.0	0.0
DCAF12L2	5.0	48.0	84.0	74.0	105.0	32.0
DCAF13	197.0	2747.0	4020.0	3757.0	3491.0	2419.0
DCAF13P1	1.0	3.0	8.0	16.0	4.0	1.0
DCAF13P2	0.0	0.0	3.0	2.0	1.0	0.0
DCAF13P3	0.0	6.0	4.0	3.0	1.0	5.0
DCAF15	348.0	4305.0	5891.0	5245.0	4729.0	2891.0
DCAF16	212.0	2546.0	3656.0	3243.0	2642.0	2037.0
DCAF17	160.0	2626.0	3725.0	3327.0	2880.0	2067.0
DCAF4L1	0.0	12.0	9.0	8.0	14.0	4.0
DCAF4L2	0.0	0.0	0.0	0.0	0.0	0.0
DCAF8	0.0	2.0	3.0	0.0	3.0	3.0
DCAF8L1	0.0	0.0	0.0	0.0	0.0	0.0
DCAF8L2	0.0	0.0	0.0	0.0	0.0	0.0
DCAKD	104.0	1557.0	2253.0	2405.0	2044.0	1398.0
DCC	0.0	4.0	6.0	2.0	2.0	0.0
DCD	0.0	0.0	0.0	0.0	0.0	0.0
DCDC2	4.0	11.0	18.0	27.0	29.0	6.0
DCDC2B	2.0	24.0	20.0	25.0	25.0	20.0
DCDC2C	0.0	0.0	0.0	1.0	2.0	0.0
DCHS1	101.0	1428.0	2065.0	1257.0	1134.0	731.0
DCHS2	35.0	341.0	471.0	463.0	357.0	246.0
DCK	58.0	1106.0	1543.0	1330.0	1129.0	747.0
DCLK3	21.0	131.0	163.0	244.0	210.0	137.0
DCLRE1A	86.0	1063.0	1471.0	1271.0	1077.0	774.0
DCLRE1B	81.0	1182.0	1701.0	1522.0	1402.0	932.0
DCLRE1CP1	0.0	0.0	0.0	0.0	0.0	0.0
DCP1B	195.0	2820.0	4238.0	4410.0	3785.0	2465.0
DCPS	44.0	790.0	1075.0	919.0	800.0	539.0
DCST1	10.0	45.0	76.0	72.0	53.0	49.0
DCSTAMP	0.0	0.0	0.0	0.0	0.0	0.0
DCTN1	481.0	7038.0	10724.0	9550.0	8841.0	5918.0
DCTN1-AS1	0.0	5.0	13.0	3.0	4.0	3.0
DCTN4	196.0	2676.0	3593.0	3125.0	2840.0	1956.0
DCTN5	220.0	3472.0	4475.0	4100.0	3599.0	2507.0
DCTN6	47.0	552.0	742.0	720.0	607.0	453.0
DCTPP1	65.0	890.0	1256.0	1102.0	1083.0	751.0
DCUN1D1	150.0	1719.0	2272.0	1732.0	1584.0	987.0
DCUN1D2-AS	0.0	24.0	16.0	19.0	12.0	17.0
DCUN1D3	35.0	660.0	829.0	787.0	715.0	487.0
DCUN1D5	240.0	3379.0	4644.0	3828.0	3436.0	2505.0
DCXR	74.0	759.0	1080.0	920.0	855.0	598.0
DDA1	174.0	2156.0	2978.0	2779.0	2508.0	1717.0
DDAH2	1.0	7.0	2.0	8.0	7.0	1.0
DDB1	1658.0	21144.0	31192.0	25553.0	23492.0	15506.0
DDB2	80.0	717.0	1161.0	2591.0	2340.0	1707.0
DDC8	0.0	5.0	4.0	15.0	11.0	12.0
DDHD2	214.0	2422.0	3388.0	2969.0	2611.0	1924.0
DDI1	0.0	0.0	0.0	0.0	0.0	0.0
DDI2	187.0	2247.0	3257.0	2752.0	2441.0	1774.0
DDIT3	57.0	829.0	1250.0	1071.0	1144.0	782.0
DDIT4	37.0	529.0	747.0	529.0	432.0	332.0
DDIT4L	5.0	170.0	246.0	146.0	152.0	90.0
DDN	0.0	13.0	10.0	9.0	10.0	0.0
DDO	0.0	0.0	0.0	2.0	0.0	0.0
DDOST	482.0	7322.0	10474.0	8614.0	7816.0	5354.0
DDR1	0.0	4.0	15.0	4.0	10.0	4.0
DDR1-AS1	0.0	0.0	0.0	0.0	0.0	0.0
DDRGK1	216.0	2323.0	3096.0	3046.0	2381.0	1776.0
DDT	24.0	287.0	439.0	326.0	271.0	199.0
DDTL	4.0	337.0	62.0	63.0	80.0	41.0
DDTP1	0.0	3.0	6.0	2.0	2.0	3.0
DDX10	238.0	3404.0	4881.0	4111.0	3460.0	2564.0
DDX10P1	3.0	4.0	7.0	2.0	4.0	0.0
DDX10P2	0.0	2.0	7.0	5.0	7.0	6.0
DDX11-AS1	12.0	181.0	268.0	227.0	200.0	115.0
DDX11L1	0.0	4.0	1.0	0.0	5.0	0.0
DDX11L10	0.0	2.0	4.0	4.0	0.0	0.0
DDX11L16	0.0	0.0	0.0	0.0	0.0	2.0
DDX11L2	11.0	63.0	124.0	73.0	69.0	59.0
DDX11L5	1.0	15.0	29.0	27.0	15.0	4.0
DDX11L8	0.0	0.0	0.0	0.0	0.0	0.0
DDX11L9	0.0	0.0	0.0	4.0	4.0	0.0
DDX12P	253.0	3055.0	3992.0	4036.0	3380.0	2573.0
DDX18	468.0	6607.0	9173.0	8464.0	7458.0	5364.0
DDX18P1	0.0	0.0	14.0	17.0	8.0	22.0
DDX18P5	0.0	3.0	9.0	1.0	0.0	3.0
DDX18P6	0.0	0.0	0.0	0.0	0.0	0.0
DDX20	178.0	2527.0	3679.0	3136.0	2767.0	2023.0
DDX21	768.0	9862.0	14064.0	14388.0	12991.0	9309.0
DDX23	511.0	7301.0	10704.0	8849.0	8085.0	5324.0
DDX25	32.0	641.0	914.0	858.0	799.0	493.0
DDX26B-AS1	0.0	0.0	0.0	0.0	0.0	0.0
DDX28	71.0	778.0	1042.0	854.0	813.0	477.0
DDX39AP1	0.0	0.0	0.0	0.0	0.0	0.0
DDX39B	2.0	6.0	1.0	1.0	1.0	1.0
DDX39B-AS1	0.0	0.0	0.0	0.0	0.0	0.0
DDX39BP1	0.0	0.0	0.0	0.0	0.0	0.0
DDX39BP2	0.0	0.0	0.0	0.0	0.0	0.0
DDX3X	1731.0	23058.0	33252.0	25955.0	22989.0	16551.0
DDX3YP1	0.0	3.0	0.0	4.0	5.0	9.0
DDX3YP2	0.0	0.0	0.0	0.0	4.0	2.0
DDX3YP3	1.0	4.0	11.0	9.0	3.0	5.0
DDX41	283.0	3917.0	5503.0	5057.0	4564.0	3064.0
DDX42	713.0	9234.0	13456.0	12111.0	10784.0	7823.0
DDX43	0.0	0.0	0.0	0.0	0.0	0.0
DDX47	13.0	116.0	176.0	188.0	121.0	111.0
DDX49	76.0	1472.0	2097.0	1756.0	1524.0	954.0
DDX5	210.0	278.0	468.0	320.0	830.0	676.0
DDX50	149.0	2002.0	3012.0	2721.0	2285.0	1640.0
DDX50P1	0.0	25.0	34.0	50.0	9.0	14.0
DDX50P2	1.0	9.0	14.0	20.0	7.0	6.0
DDX51	196.0	2282.0	3325.0	3087.0	2840.0	1941.0
DDX53	0.0	2.0	2.0	0.0	5.0	0.0
DDX54	662.0	9065.0	12622.0	11558.0	10257.0	7038.0
DDX56	224.0	2766.0	3890.0	3392.0	3108.0	2048.0
DDX58	29.0	390.0	561.0	473.0	461.0	262.0
DDX59	110.0	1353.0	1980.0	1851.0	1694.0	1148.0
DDX6	101.0	1447.0	2473.0	1333.0	1432.0	956.0
DDX60L	7.0	118.0	176.0	103.0	133.0	67.0
DDX6P1	0.0	0.0	0.0	0.0	0.0	0.0
DDX6P2	0.0	0.0	3.0	4.0	2.0	1.0
DECR1	32.0	273.0	355.0	309.0	246.0	190.0
DECR2	46.0	527.0	822.0	792.0	703.0	493.0
DEDD2	58.0	791.0	1096.0	1001.0	868.0	581.0
DEF6	21.0	217.0	293.0	317.0	245.0	219.0
DEFA1	0.0	0.0	0.0	0.0	0.0	0.0
DEFA10P	0.0	0.0	0.0	0.0	0.0	0.0
DEFA11P	0.0	0.0	0.0	0.0	0.0	0.0
DEFA1B	0.0	0.0	0.0	0.0	0.0	0.0
DEFA3	0.0	0.0	0.0	0.0	0.0	0.0
DEFA4	0.0	0.0	0.0	0.0	0.0	0.0
DEFA5	0.0	0.0	0.0	0.0	0.0	0.0
DEFA6	0.0	0.0	1.0	0.0	0.0	0.0
DEFA7P	0.0	0.0	0.0	0.0	0.0	0.0
DEFA8P	0.0	0.0	0.0	0.0	0.0	0.0
DEFA9P	0.0	0.0	0.0	0.0	0.0	0.0
DEFB1	0.0	2.0	4.0	0.0	1.0	1.0
DEFB103A	0.0	0.0	0.0	0.0	0.0	0.0
DEFB103B	0.0	0.0	0.0	0.0	0.0	0.0
DEFB104A	0.0	0.0	0.0	0.0	0.0	0.0
DEFB104B	0.0	0.0	0.0	0.0	0.0	0.0
DEFB105A	0.0	0.0	0.0	0.0	0.0	0.0
DEFB105B	0.0	0.0	0.0	0.0	0.0	0.0
DEFB106A	0.0	0.0	0.0	0.0	0.0	0.0
DEFB106B	0.0	1.0	0.0	0.0	0.0	0.0
DEFB107A	0.0	0.0	0.0	0.0	0.0	0.0
DEFB107B	0.0	0.0	0.0	1.0	0.0	0.0
DEFB108B	0.0	0.0	2.0	0.0	1.0	0.0
DEFB108P1	0.0	0.0	0.0	0.0	0.0	0.0
DEFB108P2	0.0	0.0	0.0	1.0	0.0	0.0
DEFB108P3	0.0	0.0	0.0	0.0	0.0	0.0
DEFB108P4	0.0	0.0	0.0	0.0	0.0	0.0
DEFB109	0.0	1.0	1.0	1.0	1.0	0.0
DEFB109P1	0.0	5.0	4.0	2.0	4.0	2.0
DEFB109P1B	0.0	2.0	2.0	0.0	0.0	0.0
DEFB109P3	0.0	1.0	0.0	0.0	3.0	0.0
DEFB110	0.0	0.0	0.0	0.0	0.0	0.0
DEFB112	0.0	0.0	0.0	0.0	0.0	0.0
DEFB113	0.0	0.0	0.0	0.0	0.0	0.0
DEFB114	0.0	0.0	0.0	0.0	0.0	0.0
DEFB115	0.0	0.0	0.0	0.0	0.0	0.0
DEFB116	0.0	0.0	0.0	0.0	0.0	0.0
DEFB117	0.0	0.0	0.0	0.0	0.0	0.0
DEFB118	0.0	0.0	0.0	0.0	0.0	0.0
DEFB119	0.0	0.0	0.0	1.0	0.0	0.0
DEFB121	0.0	0.0	0.0	0.0	0.0	0.0
DEFB122	0.0	0.0	0.0	0.0	0.0	0.0
DEFB123	0.0	0.0	0.0	0.0	0.0	0.0
DEFB124	1.0	0.0	0.0	0.0	2.0	0.0
DEFB125	0.0	0.0	0.0	0.0	0.0	0.0
DEFB126	0.0	0.0	1.0	0.0	2.0	1.0
DEFB127	0.0	0.0	0.0	0.0	0.0	0.0
DEFB128	0.0	0.0	0.0	0.0	0.0	0.0
DEFB129	0.0	0.0	0.0	0.0	0.0	0.0
DEFB130	0.0	0.0	0.0	0.0	0.0	0.0
DEFB131	0.0	0.0	0.0	0.0	0.0	0.0
DEFB132	0.0	0.0	0.0	0.0	0.0	0.0
DEFB133	0.0	0.0	0.0	0.0	0.0	0.0
DEFB134	0.0	0.0	0.0	5.0	0.0	2.0
DEFB135	0.0	0.0	0.0	0.0	0.0	1.0
DEFB136	0.0	0.0	1.0	0.0	0.0	0.0
DEFB4A	0.0	0.0	0.0	0.0	0.0	0.0
DEFB4B	0.0	0.0	0.0	0.0	0.0	0.0
DEFT1P	0.0	0.0	0.0	0.0	0.0	0.0
DEFT1P2	0.0	0.0	0.0	0.0	0.0	0.0
DEGS1	304.0	3878.0	5642.0	5319.0	5080.0	3393.0
DEGS2	0.0	2.0	5.0	1.0	5.0	2.0
DENND1B	45.0	588.0	858.0	509.0	465.0	275.0
DENND1C	6.0	69.0	76.0	73.0	54.0	47.0
DENND2A	136.0	1788.0	2474.0	2090.0	1946.0	1314.0
DENND3	18.0	208.0	317.0	307.0	277.0	232.0
DENND4B	397.0	5273.0	7364.0	7183.0	6139.0	4315.0
DENND5A	252.0	3312.0	4770.0	4079.0	3813.0	2391.0
DENND5B-AS1	13.0	197.0	243.0	181.0	145.0	124.0
DENND6A	199.0	2100.0	3043.0	2522.0	2281.0	1519.0
DENND6B	2.0	43.0	96.0	98.0	73.0	38.0
DENR	488.0	6859.0	9633.0	8889.0	7738.0	5651.0
DEPDC1B	136.0	1738.0	2681.0	2053.0	1903.0	1277.0
DEPDC7	16.0	165.0	260.0	286.0	206.0	143.0
DEPTOR	11.0	117.0	165.0	116.0	97.0	96.0
DERA	365.0	4539.0	6917.0	4904.0	4587.0	3163.0
DERL1	70.0	1355.0	1813.0	1553.0	1439.0	964.0
DERL2	52.0	725.0	1020.0	867.0	765.0	493.0
DES	42.0	574.0	736.0	563.0	452.0	305.0
DESI1	136.0	1973.0	2927.0	2792.0	2405.0	1711.0
DET1	39.0	548.0	879.0	677.0	614.0	398.0
DEXI	1.0	5.0	11.0	6.0	7.0	4.0
DFFA	357.0	5184.0	7601.0	7569.0	6345.0	4412.0
DFNA5	51.0	677.0	1027.0	884.0	810.0	508.0
DFNB31	82.0	1411.0	2058.0	1642.0	1294.0	935.0
DFNB59	6.0	192.0	263.0	253.0	194.0	146.0
DGAT1	4.0	261.0	272.0	226.0	148.0	125.0
DGAT2L6	0.0	4.0	2.0	1.0	3.0	0.0
DGAT2L7P	0.0	0.0	1.0	6.0	5.0	4.0
DGCR10	0.0	7.0	8.0	6.0	8.0	14.0
DGCR11	4.0	52.0	52.0	62.0	42.0	27.0
DGCR14	50.0	660.0	981.0	850.0	746.0	584.0
DGCR5	32.0	452.0	576.0	510.0	472.0	314.0
DGCR6	31.0	289.0	411.0	409.0	276.0	228.0
DGCR6L	58.0	800.0	1133.0	956.0	860.0	557.0
DGCR8	207.0	2313.0	3242.0	3128.0	2599.0	1886.0
DGCR9	19.0	198.0	267.0	210.0	169.0	121.0
DGKB	4.0	13.0	21.0	13.0	13.0	17.0
DGKD	124.0	1667.0	2268.0	2250.0	1931.0	1388.0
DGKE	46.0	627.0	917.0	822.0	723.0	402.0
DGKK	0.0	4.0	16.0	4.0	2.0	2.0
DGKQ	65.0	1006.0	1332.0	1144.0	1014.0	714.0
DGKZP1	74.0	1039.0	1400.0	1287.0	1033.0	738.0
DGUOK-AS1	2.0	29.0	32.0	50.0	34.0	19.0
DHCR24	2135.0	28186.0	40975.0	27822.0	25118.0	16029.0
DHDH	4.0	8.0	10.0	12.0	4.0	2.0
DHFR	270.0	4171.0	6055.0	4785.0	4041.0	2894.0
DHFRL1	33.0	354.0	627.0	424.0	434.0	216.0
DHFRP1	25.0	567.0	752.0	591.0	446.0	344.0
DHFRP2	0.0	0.0	0.0	0.0	0.0	0.0
DHH	0.0	3.0	7.0	3.0	1.0	0.0
DHODH	73.0	1042.0	1606.0	1308.0	1136.0	852.0
DHRS1	9.0	193.0	335.0	321.0	259.0	229.0
DHRS11	0.0	1.0	2.0	0.0	0.0	3.0
DHRS12	19.0	390.0	540.0	400.0	389.0	294.0
DHRS13	23.0	333.0	494.0	376.0	328.0	252.0
DHRS3	41.0	387.0	545.0	413.0	363.0	259.0
DHRS4-AS1	10.0	91.0	137.5	93.0	73.0	68.5
DHRS7	55.0	973.0	1285.0	1082.0	960.0	688.0
DHRS7C	0.0	0.0	0.0	0.0	0.0	0.0
DHRSX	0.0	0.0	16.0	12.0	1.0	0.0
DHRSX-IT1	0.0	0.0	0.0	0.0	0.0	0.0
DHTKD1	375.0	5225.0	6996.0	5448.0	4894.0	3296.0
DHX15	1030.0	13518.0	19211.0	15185.0	13085.0	9362.0
DHX16	0.0	36.0	16.0	0.0	10.0	10.0
DHX29	151.0	1783.0	2707.0	2362.0	2024.0	1453.0
DHX32	81.0	1287.0	1730.0	1572.0	1376.0	871.0
DHX33	245.0	3497.0	4739.0	4598.0	4019.0	2674.0
DHX36	345.0	4227.0	6122.0	4742.0	4501.0	3157.0
DHX37	212.0	2900.0	4031.0	3640.0	3159.0	2148.0
DHX38	416.0	5466.0	8009.0	7139.0	6349.0	4342.0
DHX40	96.0	1356.0	1783.0	1242.0	1120.0	752.0
DHX40P1	0.0	0.0	1.0	1.0	0.0	0.0
DHX58	0.0	0.0	0.0	0.0	0.0	0.0
DHX8	118.0	2016.0	3004.0	2415.0	2334.0	1420.0
DHX9P1	7.0	53.0	117.0	137.0	112.0	68.0
DIAPH2-AS1	0.0	13.0	20.0	26.0	21.0	16.0
DIAPH3-AS1	0.0	2.0	0.0	0.0	0.0	0.0
DIAPH3-AS2	0.0	2.0	0.0	1.0	1.0	0.0
DICER1-AS1	22.0	303.0	400.0	313.0	307.0	211.0
DIMT1	148.0	1993.0	2775.0	2649.0	2274.0	1681.0
DIO1	0.0	8.0	8.0	11.0	5.0	2.0
DIO2	0.0	10.0	4.0	16.0	23.0	19.0
DIO2-AS1	0.0	0.0	1.0	0.0	0.0	0.0
DIO3	2.0	17.0	9.0	1.0	8.0	2.0
DIO3OS	0.0	14.0	13.0	21.0	12.0	8.0
DIP2A-IT1	1.0	9.0	7.0	17.0	15.0	8.0
DIP2B	196.0	2521.0	3567.0	2785.0	2585.0	1729.0
DIRAS1	176.0	2348.0	3274.0	2943.0	2696.0	1690.0
DIRAS2	0.0	13.0	19.0	8.0	10.0	2.0
DIRAS3	2.0	0.0	2.0	4.0	6.0	5.0
DIRC1	0.0	0.0	0.0	0.0	0.0	0.0
DIRC2	43.0	563.0	731.0	620.0	520.0	379.0
DIRC3	0.0	2.0	4.0	1.0	0.0	1.0
DIS3L	168.0	2309.0	3207.0	2744.0	2369.0	1678.0
DIS3L2P1	0.0	0.0	1.0	0.0	0.0	0.0
DISC1-IT1	0.0	2.0	4.0	0.0	0.0	0.0
DISC1FP1	0.0	5.0	0.0	0.0	0.0	1.0
DISP1	42.0	586.0	910.0	635.0	574.0	363.0
DISP2	3.0	55.0	64.0	45.0	44.0	17.0
DIXDC1	2.0	33.0	94.0	34.0	102.0	26.0
DKFZP434A062	0.0	0.0	0.0	0.0	0.0	0.0
DKFZP434E1119	3.0	25.0	15.0	26.0	16.0	14.0
DKFZP434H0512	2.0	4.0	0.0	0.0	0.0	1.0
DKFZP434O1614	0.0	0.0	0.0	0.0	0.0	0.0
DKFZP547L112	0.0	0.0	0.0	0.0	0.0	0.0
DKFZP667F0711	0.0	8.0	5.0	3.0	2.0	0.0
DKFZP761J1410	44.0	496.0	779.0	706.0	553.0	414.0
DKFZP761K2322	0.0	0.0	0.0	0.0	0.0	0.0
DKFZP779J2370	0.0	0.0	0.0	0.0	0.0	0.0
DKFZP779L1853	0.0	15.0	22.0	32.0	28.0	14.0
DKK1	0.0	0.0	4.0	2.0	2.0	0.0
DKK2	0.0	1.0	0.0	3.0	0.0	0.0
DKK4	0.0	2.0	0.0	1.0	0.0	0.0
DKKL1	6.0	64.0	74.0	44.0	41.0	38.0
DKKL1P1	0.0	0.0	0.0	0.0	0.0	0.0
DLD	338.0	4870.0	6807.0	5355.0	4743.0	3478.0
DLEC1P1	0.0	0.0	0.0	0.0	1.0	0.0
DLEU1	32.0	507.0	705.0	556.0	562.0	455.0
DLEU2	31.0	299.0	371.0	320.0	294.0	192.0
DLEU2L	0.0	15.0	14.0	22.0	9.0	6.0
DLEU7	16.0	117.0	190.0	87.0	80.0	40.0
DLEU7-AS1	0.0	9.0	14.0	10.0	8.0	1.0
DLG1-AS1	0.0	7.0	3.0	2.0	0.0	3.0
DLG3	346.0	4738.0	6263.0	5332.0	4751.0	3352.0
DLG3-AS1	0.0	6.0	1.0	1.0	3.0	2.0
DLG5-AS1	2.0	16.0	35.0	25.0	10.0	19.0
DLGAP1-AS1	12.0	174.0	275.0	179.0	177.0	117.0
DLGAP1-AS2	81.0	1392.0	1825.0	1542.0	1351.0	1052.0
DLGAP1-AS3	2.0	1.0	1.0	5.0	4.0	4.0
DLGAP1-AS4	0.0	2.0	9.0	11.0	1.0	0.0
DLGAP1-AS5	0.0	4.0	5.0	24.0	6.0	12.0
DLGAP2	33.0	325.0	477.0	228.0	194.0	167.0
DLGAP3	16.0	344.0	463.0	377.0	268.0	212.0
DLGAP5	320.0	5146.0	6928.0	5835.0	5264.0	3475.0
DLGAP5P1	0.0	0.0	0.0	0.0	0.0	0.0
DLK1	3.0	133.0	198.0	209.0	195.0	97.0
DLL1	45.0	426.0	528.0	443.0	387.0	250.0
DLL3	4.0	42.0	74.0	34.0	24.0	35.0
DLL4	0.0	8.0	10.0	23.0	3.0	2.0
DLX2	0.0	0.0	9.0	9.0	8.0	6.0
DLX3	2.0	19.0	34.0	45.0	25.0	31.0
DLX4	0.0	28.0	52.0	42.0	23.0	32.0
DLX5	0.0	3.0	9.0	22.0	13.0	16.0
DLX6	0.0	9.0	3.0	36.0	13.0	29.0
DLX6-AS1	0.0	0.0	14.0	26.0	5.0	3.0
DLX6-AS2	0.0	0.0	0.0	0.0	0.0	0.0
DMAP1	254.0	3036.0	4306.0	3633.0	3226.0	2182.0
DMBX1	0.0	7.0	12.0	8.0	2.0	0.0
DMC1	21.0	327.0	466.0	428.0	345.0	299.0
DMD-AS3	0.0	0.0	0.0	0.0	0.0	0.0
DMP1	3.0	9.0	14.0	6.0	5.0	8.0
DMRT1	0.0	5.0	7.0	0.0	6.0	1.0
