,Geneid,X_filesTien_Cont1_S25sorted,X_filesTien_Cont2_S26sorted,X_filesTien_Cont3_S27sorted,X_filesTien_Zn1_S28sorted,X_filesTien_Zn2_S29sorted,X_filesTien_Zn3_S30sorted
13038,BFSP2,0,2,2,0,0,3
13039,FSHR,0,0,0,1,2,0
13040,CELP,2,5,9,11,27,9
13041,USP32,310,3999,5500,3672,3264,2262
13043,PPM1D,51,817,1143,1278,1203,818
13044,GPR27,109,1689,2417,2214,1839,1144
13047,KBTBD2,266,3495,4942,4380,3820,2859
13049,TRIAP1,81,1342,1715,2390,2174,1595
13050,LILRP2,0,0,0,0,0,0
13051,LSM3,211,2944,4051,3778,3612,2360
13052,LILRA3,0,0,0,0,0,0
13053,KIAA0232,223,3900,5087,4078,3596,2591
13055,TMEM43,209,3102,4561,4403,4295,2791
13056,RNF139,56,825,1092,1041,869,645
13057,RPS9,11,99,59,57,75,33
13058,PLA2G1B,0,0,0,2,0,0
13059,CYTL1,7,75,103,68,46,40
13060,TSEN34,0,0,2,4,6,2
13061,TRH,0,4,4,4,2,0
13062,GSTA4,126,1555,1996,1814,1473,1142
13063,MSANTD4,102,1448,2006,1586,1378,1011
13065,OSCAR,0,0,0,0,0,0
13066,PAQR8,47,649,994,656,768,466
13067,NUDT6,25,468,708,479,392,305
13069,OR7G3,0,0,0,0,0,0
13071,OR7G2,0,0,0,0,0,0
13072,TEX13B,9,125,236,135,117,85
13074,OR1M1,0,1,0,0,0,0
13075,NCBP2L,0,0,0,0,0,0
13077,MBD3L1,0,5,4,0,0,0
13079,PGK2,0,0,0,0,0,0
13080,OR8B12,0,0,0,0,0,0
13081,ZNF415,53,803,1147,1087,894,629
13082,PRKCDBP,62,936,1177,1087,1011,627
13085,HAS2,14,100,138,78,55,42
13086,PDGFD,16,129,187,168,125,107
13087,PLAC1,0,19,10,8,18,2
13088,DDI1,0,0,0,0,0,0
13089,LINC00208,0,0,0,0,0,0
13090,S1PR1,58,670,930,511,475,262
13092,OR4D5,0,0,0,0,0,0
13093,PYGO1,23,348,424,434,400,223
13094,LRRC8E,1,14,13,11,34,12
13095,PKIA,16,203,400,274,194,154
13096,XKR6,35,506,600,419,399,308
13098,FPR2,0,1,3,3,4,2
13099,FPR1,0,2,0,0,2,2
13100,PATE1,0,0,0,0,0,2
13101,OR13H1,2,5,1,2,0,0
13103,SOX7,4,71,116,78,109,65
13104,C8orf74,0,0,0,0,6,3
13105,C11orf24,163,1883,2726,2668,2445,1683
13108,CCBL1,114,1307,1695,1442,1416,937
13110,SIGLEC17P,0,4,11,0,1,0
13112,TRMT61B,55,760,996,887,804,542
13113,INSR,186,2292,3244,2582,2276,1517
13115,GIMAP8,0,0,0,0,0,0
13116,HSFX1,0,0,0,0,0,0
13117,NRTN,8,84,150,98,77,52
13119,FUT3,1,4,15,9,1,2
13120,KCNG3,83,965,1292,1056,964,664
13121,HSFX2,0,0,0,0,0,0
13123,PRKCE,21,219,272,241,226,157
13124,OR2K2,0,0,0,0,3,0
13126,RLN3,0,0,0,0,0,0
13127,TADA3,276,3772,5146,4576,3897,2549
13128,SOCS5,109,1511,2070,1635,1531,1035
13129,C1GALT1C1,37,596,795,636,589,477
13130,C9orf16,111,1876,2337,2207,1778,1141
13132,ZNF672,153,1892,2726,2654,2181,1400
13134,NAIF1,56,619,893,591,612,446
13135,RBKS,3,38,77,80,67,18
13136,OR2M4,0,0,0,0,0,0
13138,MUC7,0,0,0,0,0,0
13139,PROL1,0,0,0,0,0,0
13140,SMR3B,0,0,0,1,0,0
13141,TMEM126A,33,656,968,699,776,535
13142,TMEM126B,138,1829,2744,2381,1984,1561
13143,TRIM8,83,1097,1548,1875,1565,1057
13144,NETO2,163,2154,3191,3320,2880,1848
13145,CSN3,0,0,0,0,0,0
13146,CLDN20,3,8,15,6,7,4
13147,CDC42BPG,35,599,677,1812,1429,949
13148,SCAND1,82,1241,1960,1397,1341,831
13149,JUNB,8,129,190,181,148,130
13150,C10orf35,31,335,537,372,351,252
13151,TMEM37,29,472,579,533,379,299
13152,UGT2B7,0,0,0,2,0,0
13153,LRG1,0,18,27,24,13,10
13154,SHCBP1,112,1304,1879,1683,1500,1036
13155,SOSTDC1,10,37,45,51,43,29
13156,NPTX1,0,5,2,7,2,9
13157,FAM98B,165,2374,3404,3091,2739,2033
13158,RP11-1055B8.7,8,51,61,26,25,21
13159,ZNF439,28,411,647,403,397,262
13160,ZNF440,36,527,731,856,710,435
13161,GAA,269,4136,5779,5056,4868,3158
13163,KCNK3,0,34,37,39,48,21
13165,CHST11,54,1102,1601,1290,1107,738
13166,EXOSC1,57,963,1365,1218,1006,817
13167,PGAM1,618,8018,11305,9528,8418,5756
13168,CHD7,724,9327,13334,10914,9342,6283
13170,KRT19,47,717,1048,1083,942,604
13171,KRT15,0,11,20,36,32,20
13172,LURAP1,10,89,125,90,86,72
13173,KRT38,2,0,0,0,0,0
13176,KCND3,37,383,467,308,262,161
13177,APLN,4,107,166,205,193,98
13181,KRT9,0,0,0,0,0,0
13182,XAGE5,0,0,0,0,0,0
13183,PDE7B,0,0,0,2,9,5
13184,MRPL36,33,584,814,774,680,419
13185,ZNF581,58,1139,1486,1188,1216,707
13186,NAT1,12,145,203,119,104,93
13187,KRT20,0,0,0,0,0,0
13188,GLOD5,0,0,0,0,0,0
13189,KSR2,10,45,70,71,34,12
13190,ZNF524,2,107,182,138,116,75
13192,KRT27,0,0,0,0,0,0
13193,ZBTB26,56,719,1041,798,684,474
13194,CDK5R2,0,7,8,20,7,11
13198,OR1L6,2,0,0,0,2,0
13200,ZNF562,206,3196,4396,3607,3093,2285
13202,ZNF561,152,1701,2476,2160,1993,1254
13203,MAP1LC3B2,10,69,106,86,77,76
13204,WIPF2,117,1572,2334,1814,1578,1049
13206,SPACA5B,0,0,0,0,0,0
13207,OR1L3,0,0,0,0,0,0
13208,SSX6,0,0,0,0,0,0
13209,OR1B1,0,0,1,0,0,0
13212,SPACA5,0,2,0,1,1,0
13213,RSL1D1,996,12810,18349,17230,15089,10798
13216,OR1L8,0,1,0,0,0,0
13217,PPID,97,1696,2445,2186,2018,1482
13218,OR1N2,0,0,0,0,0,0
13220,ETFDH,29,448,667,574,438,339
13221,OR1N1,0,0,0,0,0,0
13223,LPAR3,153,2263,3029,2528,2343,1651
13224,PTGER4,0,10,6,8,19,2
13225,TBCA,340,4600,6214,5987,5368,3894
13226,NEUROD2,0,4,3,2,0,1
13227,MAP6,21,239,326,364,285,175
13228,OTP,0,0,0,5,0,0
13229,ECEL1,35,301,349,392,329,185
13230,BCL2L1,107,1227,1722,1770,1792,1223
13233,OR2AT4,0,0,0,0,0,0
13234,FGB,0,0,0,0,0,0
13235,PLRG1,170,2048,2838,2551,2227,1630
13236,RAB4B-EGLN2,0,0,0,0,0,0
13239,DNAI2,0,0,0,2,0,2
13240,NMUR1,5,43,54,61,42,30
13242,CXXC5,221,3248,4553,3933,3548,2153
13245,PTCRA,0,0,0,1,0,0
13246,SLC25A33,48,890,1317,1139,1001,659
13247,ENC1,298,4209,5823,4764,4367,2962
13248,SPSB1,18,269,442,435,365,290
13251,S100Z,0,6,0,0,9,0
13252,ZIK1,113,1411,1916,1458,1374,943
13253,GPR82,2,9,13,14,2,0
13254,RP11-443P15.2,0,3,0,3,2,0
13255,GPR34,1,14,8,13,15,8
13256,SHANK2-AS3,0,0,0,0,0,0
13258,ATF7IP,449,5946,8448,6045,5428,3765
13259,C20orf201,5,15,20,16,12,6
13260,RGS19,36,517,700,705,581,376
13262,DEFB4A,0,0,0,0,0,0
13264,HDAC3,199,2896,4116,3307,3032,2226
13265,C1orf111,4,20,53,15,24,9
13267,VAT1L,621,8156,11803,7395,7332,4832
13268,TMEM51,15,123,190,152,112,93
13270,LGALS4,2,15,20,27,15,22
13272,PAH,9,61,61,44,41,28
13276,NXNL1,0,0,1,0,0,0
13278,NHLH1,1,50,67,95,68,61
13281,RHNO1,541,7226,10524,8826,7802,5321
13282,CTPS1,587,8557,11704,11020,9907,6700
13283,UTF1,138,1870,2630,1737,1601,987
13285,WDR87,0,7,1,12,3,4
13286,METTL18,8,220,277,202,236,161
13287,TTC40,6,76,102,121,92,59
13288,COL8A2,14,120,129,128,141,87
13290,PCDHB1,0,0,0,0,0,0
13292,ANGPTL7,0,0,3,5,0,0
13293,FBXL14,219,3033,4075,3362,2834,1820
13294,EXOSC10,213,2677,3975,3795,3296,2177
13295,ZNF570,10,121,185,138,156,85
13296,NINJ2,0,7,14,8,3,12
13298,FAM90A1,50,673,881,647,653,410
13299,RRM2,378,5239,7201,7745,6709,4814
13301,IFNB1,0,0,0,0,0,0
13303,C3AR1,0,5,9,8,6,12
13304,RNMTL1,59,797,1070,1036,924,587
13305,PTEN,180,2382,3179,2436,2247,1621
13306,RPS7,2006,26774,34647,33169,31298,20378
13307,PRND,2,6,21,17,20,18
13308,RNASEH1,120,1667,2353,2180,1957,1495
13310,KLF17,0,0,0,0,0,0
13311,ADRA1D,5,43,101,42,59,22
13313,AQP4,0,14,8,0,2,3
13314,MIR31HG,1,2,0,0,2,3
13318,TVP23B,39,518,699,752,576,406
13319,FBXW10,0,0,1,3,0,1
13320,OR10H3,0,0,0,0,0,0
13321,ZNF217,732,9305,13160,9531,8651,5882
13322,OR10H2,0,0,0,0,0,0
13323,SRGAP2C,0,2,0,0,0,0
13324,OR52A5,0,0,0,4,0,0
13325,SCG2,0,99,100,164,69,65
13327,CYP4F22,4,2,11,4,2,0
13328,FOXB1,15,100,145,33,35,26
13329,PPIH,168,2167,2875,2727,2592,1799
13331,ZNF57,19,261,380,296,271,231
13333,C11orf40,0,0,0,0,0,0
13335,LDHAL6B,0,4,2,0,2,0
13336,SYNPO,22,424,559,752,714,431
13337,OR52P2P,0,0,0,0,0,0
13338,ZNF556,0,0,0,0,1,0
13339,MAL,0,3,0,4,0,0
13340,ZNF554,34,448,648,524,512,415
13341,RAB33B,65,470,678,666,518,326
13345,GAP43,95,1439,2181,1594,1416,1075
13346,REG1B,0,0,0,0,0,0
13347,EPHX4,12,109,139,134,142,68
13348,LAMB2,345,4490,6519,6141,5571,3939
13351,ORMDL3,92,1335,1882,1561,1402,1022
13353,KLF11,60,1027,1472,1195,1189,853
13354,LRRC15,0,10,29,51,30,27
13356,EIF2AK3,80,1010,1556,1277,1115,801
13357,TEX37,0,4,11,23,15,7
13358,MOB3A,56,848,1155,1041,964,635
13359,KRCC1,108,1386,1824,1540,1246,918
13360,NME6,63,822,1143,1129,997,587
13361,CYCS,724,10230,14842,12867,11680,8329
13363,SLFN12,1,13,9,7,16,8
13366,OR1A1,0,0,0,0,0,0
13367,AC005255.6,0,0,0,0,0,0
13368,OR1A2,0,0,0,0,1,0
13369,OR8I2,0,0,0,0,0,0
13370,LCE1D,0,0,0,0,0,0
13371,CCL11,0,0,0,0,0,0
13373,SNTB1,16,161,237,254,219,163
13374,MTBP,43,687,945,803,677,527
13375,TEFM,35,335,557,440,412,277
13376,MRPL13,95,1311,1841,1679,1586,972
13377,MALT1,73,649,917,781,681,497
13378,PRL,0,0,2,0,0,0
13380,HMGN1P35,0,5,0,3,4,0
13381,OR4C11,0,0,0,0,0,0
13382,MBOAT1,50,409,428,481,430,305
13383,OR8U1,0,0,0,0,0,0
13384,ID4,92,1186,1532,1496,1449,980
13385,OR4X2,0,0,0,0,0,0
13386,GPR22,0,0,10,6,4,0
13387,CXCR6,0,16,10,14,14,9
13388,CEBPB,215,2843,3798,3239,2926,2158
13389,AZU1,0,29,37,49,29,25
13391,ATOH1,3,56,78,58,25,25
13392,PAIP1,259,3934,5509,4346,3638,2612
13394,C5orf34,46,710,921,794,655,538
13395,C1QTNF4,9,116,155,153,100,77
13397,NEGR1,28,459,554,358,275,204
13398,ZNF131,138,2128,3139,2639,2249,1650
13402,HINFP,104,1419,1991,1754,1532,1051
13403,PRYP4,0,0,0,0,0,0
13404,CDY1,0,0,0,0,0,0
13405,OR10V1,0,0,0,0,0,0
13407,CSPG4P4Y,0,0,0,0,0,0
13408,SPTLC3,2,19,39,20,23,18
13409,GOLGA2P3Y,0,0,0,0,0,0
13410,COPRS,100,1383,1770,1776,1696,1217
13411,TP53RK,110,1350,2159,1622,1538,974
13412,B3GALT1,43,701,968,608,585,323
13413,OR5A1,0,0,0,0,0,0
13414,CLEC12A,0,0,0,1,0,0
13415,OR5A2,0,0,0,0,0,0
13416,BPGM,48,630,849,793,772,492
13417,AC012005.2,0,0,0,0,0,0
13418,POP7,201,2511,3514,3146,2875,1844
13419,ALG14,5,154,224,199,164,106
13421,CSPG4P3Y,0,0,0,0,0,0
13422,STARD5,5,68,79,75,60,38
13426,ABCG4,10,125,210,139,142,116
13427,CDY1B,0,0,0,0,0,0
13428,GNB2,461,5938,8623,6768,5813,4053
13429,CCDC11,0,13,21,21,0,13
13430,OR5B12,0,0,0,0,0,0
13431,OR5B2,0,0,0,0,0,0
13434,C2CD2L,23,308,449,405,346,276
13435,OR9I1,0,0,0,0,0,0
13437,GNG12,178,2300,3278,3058,2624,1729
13438,OR6Q1,0,0,0,0,0,0
13439,PRSS27,33,483,603,576,473,357
13440,MYOZ2,0,2,1,3,0,0
13441,SYNPO2,5,97,144,94,69,75
13442,DNAJB7,2,3,10,13,11,11
13443,CLP1,50,668,940,862,855,655
13444,INSL5,0,0,2,0,0,0
13445,EFCAB3,0,0,1,0,0,0
13446,TTC36,0,0,0,0,0,0
13448,MYEOV2,58,811,1050,1081,961,665
13451,OR9G4,0,0,0,0,0,0
13452,IL17D,38,453,639,570,610,378
13453,OR5AR1,0,0,1,0,0,0
13455,FUT9,22,428,510,249,271,173
13456,OR5AP2,0,0,0,0,0,0
13457,TCEAL1,7,156,208,255,234,139
13459,HSFY1,0,0,0,0,0,0
13461,RAB40A,19,186,271,211,220,130
13463,AGXT,0,0,0,3,0,0
13464,OR8J1,0,0,0,0,0,0
13465,OR5T3,0,0,0,0,0,0
13467,ACOT12,0,4,8,7,4,3
13468,FIBP,148,2321,3131,2670,2555,1591
13469,CARNS1,7,59,105,75,48,44
13470,OR10H5,0,0,0,0,0,0
13473,HCFC1,47,762,673,282,727,351
13474,FAM170B,0,0,0,0,0,0
13475,CTSW,0,2,2,1,4,6
13477,MUCL1,0,2,0,4,2,0
13478,SNTG2,10,244,320,213,173,114
13479,FNDC9,1,1,5,6,5,1
13480,PDE3A,68,669,958,495,437,294
13481,RASGRP1,0,84,104,101,78,54
13482,KLHL6,0,2,3,3,6,6
13483,CHCHD1,97,1272,1863,1631,1417,1026
13485,SMPDL3A,1,19,42,18,27,11
13486,RND1,12,218,259,204,163,116
13487,RAD9A,70,1013,1316,1324,1075,767
13488,EFEMP2,24,248,414,383,325,207
13489,OR10AD1,0,6,20,4,1,4
13490,AGAP5,0,24,22,36,17,18
13491,C17orf66,0,0,0,0,0,0
13492,TAF15,0,13,29,26,30,25
13494,TMEM134,65,1349,1745,1360,1341,869
13495,ZMAT3,46,584,841,1591,1297,858
13497,THEMIS,0,0,0,0,0,0
13498,MOS,0,1,0,1,0,0
13499,ZNF738,279,4275,5603,4873,4051,2704
13500,MS4A10,0,2,0,0,1,0
13503,CCL19,0,0,2,0,0,0
13504,CORO1B,442,6435,8587,6875,6171,3915
13506,LRRC20,56,575,821,572,656,365
13507,MUS81,115,1275,1755,1629,1482,1012
13509,TMEM217,2,12,18,28,16,8
13510,OR4D9,0,0,0,0,0,0
13511,RP11-344H11.4,0,1,3,5,2,0
13512,ZNF596,14,201,249,180,192,96
13514,CFL1,1251,16271,23783,20880,18155,11898
13517,OR5B3,0,0,0,0,0,0
13518,EFCAB12,0,10,16,17,6,20
13519,OR10W1,0,1,0,1,0,0
13520,OR1S1,0,0,0,0,0,0
13523,FADS6,0,5,3,12,2,4
13525,HOXC5,0,0,0,0,0,0
13528,ZBTB8OSP2,0,0,0,1,0,0
13530,RPL38,804,11012,14712,13810,13016,8721
13531,CYP7B1,5,75,90,85,83,64
13532,OVOL1,0,25,33,34,30,15
13535,CES3,13,119,159,135,122,93
13536,SSH3,114,1854,2685,2493,2074,1418
13537,CES2,125,1730,2427,1823,1635,1041
13538,PDP2,85,1437,2016,1787,1562,1146
13539,SP3,475,6624,9090,6843,6083,4212
13540,KRT2,0,0,0,0,0,0
13542,METAP1D,53,608,758,676,619,448
13543,ZNF621,95,1572,2213,1617,1510,1135
13545,NADSYN1,123,1478,1892,1999,1696,1326
13547,AP002387.1,0,1,1,0,0,0
13549,COX6B1P3,0,0,0,0,2,0
13551,RNASEH2C,36,636,755,682,557,415
13552,MYEOV,4,106,147,190,198,144
13554,MRGPRF,5,48,101,165,181,89
13555,MYD88,137,1246,1672,1643,1503,1114
13556,MRGPRD,0,0,0,0,0,0
13557,OXSR1,426,4899,6760,6014,5550,3855
13558,SLC22A13,0,7,5,3,7,4
13560,LCLAT1,62,891,1241,977,852,612
13563,XKR3,0,0,1,1,2,0
13564,FRG2C,0,0,0,0,0,0
13565,UNC93B3,0,0,2,0,0,0
13567,KAT5,69,945,1343,1159,1069,752
13568,SH3RF3,20,221,333,341,302,190
13569,GXYLT2,51,667,873,694,640,459
13570,HPSE2,0,10,12,6,4,2
13571,DCAKD,104,1557,2253,2405,2044,1398
13574,CCDC96,4,28,37,45,32,36
13575,ADRBK1,435,5693,7824,6501,6131,4210
13577,EVC2,25,409,595,408,458,293
13578,ZNF680,122,1664,2520,1909,1564,1140
13579,HECTD4,189,2522,3683,2679,2363,1525
13580,FAM222B,179,2434,3397,3066,2521,1757
13583,RXFP4,0,4,5,2,2,2
13585,COQ2,47,825,1034,890,751,538
13586,C10orf131,2,25,33,40,23,19
13587,CCDC63,4,8,19,20,39,16
13588,HSPA6,0,0,0,0,0,2
13589,TRMT112,318,4453,6131,5350,5263,3567
13590,LRRN3,4,31,41,39,42,39
13593,ADCK5,2,41,39,36,53,23
13594,MRP63,68,1048,1722,1149,1087,691
13595,NOC3L,95,1245,1820,1910,1644,1024
13596,ESRRA,163,2109,3126,2536,2324,1559
13597,RHOD,45,685,991,1088,976,620
13599,COMMD1,47,837,1134,812,799,555
13603,PARP14,27,285,425,478,399,245
13604,CYSLTR1,0,0,0,1,2,0
13605,PARP15,0,0,2,0,0,1
13606,CKS1B,368,5230,7493,6662,6158,4362
13607,ABCD2,0,0,8,4,4,0
13610,MAB21L3,0,4,7,2,0,2
13611,RP11-683L23.1,2,45,49,52,38,38
13612,KIAA1919,44,325,450,387,300,245
13614,GLRX,28,403,617,472,396,258
13616,SYT12,67,991,1287,988,807,621
13618,TERF1P1,0,0,0,2,0,0
13619,C11orf86,0,12,8,6,13,3
13620,LIPM,0,0,0,0,0,0
13621,GPR151,0,0,7,4,0,2
13623,ZNF483,90,1326,1633,1060,885,705
13624,PLAC8L1,0,8,3,11,9,5
13625,SLC2A14,45,495,767,986,847,545
13626,GPR137,67,1039,1281,1018,964,639
13627,SNCG,123,1903,2694,1990,1798,1422
13628,MMRN2,30,276,432,320,305,207
13629,MZT2A,209,2763,3773,3534,3056,2136
13631,ZNF449,2,66,18,16,9,53
13632,ZBTB21,151,2095,3071,2638,2269,1598
13633,PPP1R3B,166,2347,3260,2998,2747,1773
13634,OR10K1,0,0,0,0,0,0
13635,FAM86B3P,24,286,408,432,411,320
13636,GPR148,0,0,0,0,0,0
13637,STOX2,130,1559,2381,2220,2027,1371
13638,MAP3K11,300,3668,5026,4240,3715,2481
13639,TRIB1,127,1551,2131,1928,1900,1199
13640,CST9,0,0,2,0,1,0
13641,KCNK7,0,12,14,13,17,7
13642,SFT2D3,0,0,0,0,0,0
13643,AC007967.3,0,0,0,0,0,0
13647,NDNF,11,265,373,254,222,175
13649,OLR1,0,3,4,1,4,0
13650,GLIPR1L1,22,373,589,885,934,618
13651,DAG1,680,9136,13266,13287,11463,7499
13652,INSM1,23,146,231,289,217,151
13654,ARV1,16,332,425,371,337,250
13655,NAA20,63,956,1425,1424,1152,839
13657,RNASE8,0,0,0,0,0,0
13658,SAA1,0,0,0,2,0,0
13659,MINOS1,11,154,258,232,214,115
13660,EHBP1L1,97,1232,1502,1351,1187,778
13661,THAP2,19,461,718,486,453,255
13662,TMEM196,8,40,38,32,19,20
13663,RNF26,316,4406,5862,4970,4340,2867
13664,PPP1R14B,914,12556,17805,15550,13459,9444
13666,SSSCA1,53,710,774,725,658,411
13667,AGR3,0,0,0,0,0,0
13668,SMARCC1,1743,24392,35066,25869,23681,15981
13669,ZNF417,31,538,740,532,558,353
13671,FKBP2,441,5658,7644,6253,5283,3772
13672,VEGFB,65,1257,1705,1522,1250,818
13673,PEAK1,328,4515,6322,4064,3484,2476
13674,TNFRSF10D,24,537,654,1097,928,676
13676,TNFRSF10C,31,305,460,616,546,354
13677,GMPPB,5,15,16,14,18,5
13678,MOB1B,150,1823,2563,1964,1660,1184
13679,ZNF622,95,915,1527,1229,1138,781
13680,CSPG4,74,1041,1598,1370,1219,868
13681,SNX33,162,2238,2896,2531,2371,1543
13683,NABP1,44,530,738,904,742,550
13684,NUDT18,23,180,265,191,168,132
13686,NLRP13,0,0,0,0,0,0
13688,XCR1,0,0,3,0,0,0
13689,CCDC106,59,708,940,870,790,495
13692,SULT1B1,0,0,2,2,0,0
13693,NUDT4,145,1766,2660,2190,1753,1201
13694,PC,192,2217,3304,1952,1835,1137
13695,UGT2A1,0,1,0,0,0,0
13697,GPRC6A,2,1,1,3,1,3
13698,NMNAT1,29,247,280,284,232,143
13699,LRFN4,183,2235,3024,3245,2938,1879
13700,TRAPPC3L,0,0,0,0,2,0
13701,APOBEC4,0,0,2,1,1,0
13704,RCE1,103,1265,1683,1506,1271,916
13705,UQCRH,1246,15604,21679,20041,19705,14185
13707,HES3,34,423,585,261,232,132
13708,EIF1AX,692,9556,13398,10765,9448,6540
13710,OR1L1,0,0,0,0,0,0
13712,PSMD1,977,12683,17925,13033,11690,8108
13715,MUC13,0,0,2,0,6,2
13716,SUSD5,16,168,237,181,203,123
13717,HEG1,108,1224,1858,1691,1484,1033
13718,WFIKKN2,0,1,9,4,7,0
13720,TOMM20,1255,16766,23055,19751,17814,12160
13721,AP000769.1,0,1,2,0,0,0
13722,C1orf100,0,2,6,3,6,4
13724,STAT5B,90,1167,1642,1304,1298,837
13725,CD7,6,30,63,69,44,40
13726,TOPAZ1,0,0,0,2,0,0
13731,PPIAP7,0,0,0,1,0,1
13732,CCDC13-AS1,0,0,6,4,6,0
13733,EIF1,476,6774,9307,8232,7682,5391
13736,TIGD3,8,15,55,49,50,33
13738,MARCH10,0,9,5,9,8,0
13739,PLK3,15,356,544,1002,907,550
13741,DPY19L1,176,2155,3267,2497,2124,1496
13742,RP11-89N17.1,0,0,0,1,0,2
13743,RP11-97O12.7,0,15,26,29,30,12
13744,PHOSPHO1,0,18,19,22,39,12
13745,ZNF791,203,2789,3794,2959,2573,1887
13746,TUBB8,0,0,9,16,4,6
13749,CBX2,2,6,16,4,8,6
13750,SPTBN2,446,5762,7774,10378,8836,6136
13751,GOLIM4,273,3146,4331,3776,3350,2325
13752,KRT28,0,0,0,0,0,0
13753,RBM4B,92,1077,1520,1331,1217,818
13754,USMG5,105,1435,1923,2036,1915,1397
13755,HOXB2,1,38,31,32,44,18
13757,MARCH3,44,434,640,346,282,211
13758,SWSAP1,3,62,118,92,86,61
13759,SLCO4C1,10,105,216,127,104,44
13761,PIFO,8,172,212,301,258,168
13763,SNURFL,0,0,0,0,0,0
13764,UBXN2A,128,1967,2803,2410,2116,1474
13765,RP11-18M17.1,0,0,0,0,0,0
13767,LRRC63,0,6,5,3,2,6
13768,TCAP,9,43,62,68,58,30
13769,CCS,193,2497,3596,3159,2642,1836
13770,NRROS,34,435,594,391,374,174
13771,CEP19,31,301,431,419,337,266
13772,KLHL15,118,1766,2619,2247,1780,1331
13773,FBXO45,109,1711,2264,2183,1940,1322
13774,SPERT,0,17,16,14,8,7
13775,FAM46D,0,9,3,2,8,1
13776,GNG5,323,4336,6194,5527,4858,3400
13777,FAM3C2,78,325,292,449,207,235
13779,C9orf131,2,5,25,11,20,20
13781,CTSF,9,108,133,198,183,107
13783,RP11-1407O15.2,3,105,27,25,137,35
13784,MSRB3,27,322,504,567,518,263
13785,MRPL45,0,0,0,0,0,0
13786,LEMD3,186,2641,3750,2875,2430,1710
13787,C16orf91,30,507,689,596,506,391
13788,SOCS7,2,4,4,44,2,21
13789,TLR10,0,0,0,0,0,0
13790,TLR1,0,1,0,0,4,0
13791,TLR6,0,4,15,5,5,5
13792,FAM174A,6,137,226,197,142,128
13793,RGMB,31,636,911,856,707,539
13794,FAM53A,15,183,244,195,131,132
13795,KIAA1239,0,4,6,10,12,3
13797,GSTA3,0,0,0,0,0,0
13798,ZDHHC24,54,733,1029,897,866,566
13799,RP11-23P13.6,0,39,52,24,25,18
13800,TRMT10C,76,1042,1527,1284,1049,763
13802,CTU2,35,682,954,911,906,590
13804,FAM21D,0,4,0,0,6,5
13806,C12orf66,46,808,1018,854,881,584
13808,SNX31,0,0,0,0,0,0
13811,ADCY6,179,2276,3057,2764,2382,1553
13812,REP15,0,5,12,14,10,9
13814,DDX23,511,7301,10704,8849,8085,5324
13815,ZNF80,0,0,0,0,2,0
13816,ZNHIT2,36,354,516,529,357,254
13817,EVX2,0,2,9,0,4,0
13818,ZBTB4,107,1631,2243,1882,1502,1008
13819,TNK1,23,197,214,167,160,103
13821,PHLDA3,106,1384,1733,6997,5859,3795
13822,DIRC1,0,0,0,0,0,0
13823,SLC16A11,4,17,20,11,5,13
13824,SLC16A13,24,189,242,142,153,78
13825,GLIS1,0,10,16,27,23,5
13826,OR2Y1,0,0,0,0,0,0
13827,CHRNA9,4,4,16,14,14,10
13828,PODN,4,10,15,18,21,7
13833,C11orf45,13,233,276,240,276,151
13836,WBSCR16,27,330,529,191,522,367
13837,RP11-313P13.4,0,0,0,0,0,0
13839,LIG4,21,306,440,387,328,202
13840,C20orf166,0,0,0,0,0,0
13841,PPIAP24,0,0,0,0,0,0
13842,TRHR,0,5,2,2,0,2
13843,RPL35P9,0,0,0,0,0,0
13845,ABRA,0,0,0,0,0,0
13847,ZWILCH,233,3272,4720,4489,3977,2816
13849,SNAPC5,37,475,692,667,560,448
13850,STARD6,0,4,13,7,4,4
13851,GOLGA6L2,0,0,1,0,0,0
13852,VWC2L,0,4,0,2,2,3
13853,C12orf76,17,399,542,430,365,311
13854,ZCCHC12,0,48,66,78,69,46
13857,LINGO2,2,27,32,8,16,11
13861,IGDCC3,247,3689,4910,4244,3863,2225
13862,GCSAM,5,74,155,98,84,49
13865,MFSD4,12,167,202,172,150,103
13867,TTC9B,0,8,6,11,11,4
13868,MYO1H,0,15,30,26,23,11
13869,TMEM81,15,203,255,278,244,187
13870,MRPL11,248,3545,4547,3902,3601,2720
13871,KLK15,0,4,1,0,0,0
13872,IL20RB,29,304,500,334,296,201
13873,GOLT1A,2,16,24,20,12,14
13874,RP11-209A2.1,0,2,0,0,0,0
13876,NPAS4,0,5,7,19,21,11
13877,MSL2,180,2758,3825,2871,2526,1684
13878,ZNF497,14,190,327,283,216,175
13879,KLF14,0,1,0,0,1,0
13880,TRAM1L1,2,29,37,28,28,23
13881,CMKLR1,0,27,42,35,20,17
13882,ANGEL2,337,4854,6610,5008,4572,3167
13883,UGT8,26,405,632,479,406,236
13884,KY,0,2,2,0,0,2
13886,SLCO2A1,7,133,157,116,131,83
13888,OR7D4,0,0,0,1,0,0
13889,SLC29A2,108,1464,1982,1711,1563,986
13891,VN1R6P,0,0,0,0,0,0
13892,FAM47DP,0,0,0,0,0,0
13893,GRIK1-AS1,0,0,1,0,0,0
13894,B3GNT1,67,1012,1484,1123,1147,719
13895,TMEM167A,385,5916,8118,6048,5352,3610
13896,LEP,0,0,0,1,0,0
