Geneid	_filesTien_Cont1_S25sorted	_filesTien_Cont2_S26sorted	_filesTien_Cont3_S27sorted	_filesTien_Zn1_S28sorted	_filesTien_Zn2_S29sorted	_filesTien_Zn3_S30sorted
ENSG000002254782	0	0	0	0	0	0
ENSG000000097097	0	0	0	0	0	2
ENSG000001790025	0	0	0	0	0	0
ENSG000002552753	0	0	0	0	0	0
ENSG0000015942312	24	263	388	323	279	189
ENSG000002656061	0	0	0	0	0	0
ENSG000002216621	0	0	1	0	0	1
ENSG000001699916	40	497	696	802	696	439
ENSG000002720841	2	29	27	18	18	18
ENSG0000012748110	935	12057	17834	14994	13245	8454
ENSG000002660981	0	9	10	4	6	10
ENSG000002304241	2	14	12	28	10	11
ENSG000001274639	154	2137	3037	2573	2421	1469
ENSG000000533724	162	2089	3038	2736	2538	1727
ENSG000002114549	7	67	103	145	118	67
ENSG000001624824	3	65	82	108	60	42
ENSG000002707281	1	39	48	56	41	34
ENSG000000533718	41	754	1005	812	826	595
ENSG000002004031	0	2	5	2	9	8
ENSG000000404878	27	541	800	660	624	414
ENSG000002651921	0	0	0	0	0	0
ENSG0000007754913	498	6428	9190	7107	6453	4115
ENSG000002404902	0	0	1	2	3	4
ENSG000002016091	0	0	0	0	0	0
ENSG000002390271	0	0	0	1	0	0
ENSG000002351851	0	0	0	4	0	0
ENSG000002701361	0	0	1	0	0	1
ENSG000001734369	11	154	258	232	214	115
ENSG000002263961	1	11	13	12	23	15
ENSG000001587479	2	21	29	25	38	13
ENSG000001587483	11	256	354	224	211	121
ENSG000001625429	4	186	265	199	182	111
ENSG000001788285	0	0	0	0	2	0
ENSG000002354341	0	0	0	0	0	0
ENSG000001699145	109	1545	2167	1812	1618	1269
ENSG000001887844	0	0	1	0	0	0
ENSG000002426882	0	0	0	1	0	0
ENSG000001882576	50	479	762	611	499	382
ENSG000001274726	0	1	0	0	0	0
ENSG0000011721510	0	0	0	0	0	0
ENSG000001587864	0	4	0	2	0	0
ENSG000002270661	0	0	0	0	2	0
ENSG000001879806	0	2	8	5	4	6
ENSG000002259861	0	6	10	3	5	9
ENSG000001625435	4	124	147	112	105	67
ENSG000002281051	0	0	0	0	0	0
ENSG0000015881611	1	12	5	1	0	0
ENSG000002266641	0	0	0	0	0	0
ENSG000002369631	0	0	0	0	0	0
ENSG000002264871	0	0	0	0	0	0
ENSG000001625455	37	407	647	494	344	321
ENSG000000904325	57	738	1113	875	836	544
ENSG000002155203	0	2	0	0	0	0
ENSG000001831146	15	266	311	258	285	148
ENSG000001588255	9	107	120	50	85	50
ENSG000001588285	59	811	1042	602	604	379
ENSG000001172427	6	82	81	81	52	55
ENSG000002570331	0	0	0	0	0	0
ENSG000002440385	482	7322	10474	8614	7816	5354
ENSG000001172458	18	272	423	439	429	256
ENSG000002354321	1	1	5	2	2	8
ENSG000001894107	19	190	231	270	290	154
ENSG000002330691	0	0	0	0	0	0
ENSG0000012748313	416	5332	7573	6441	5545	3849
ENSG000002033942	0	0	0	0	0	0
ENSG0000007515115	328	4225	6081	4202	3776	2607
ENSG000002519141	0	0	0	0	1	0
ENSG000002218081	0	0	0	0	0	0
ENSG000002330721	0	5	0	9	8	6
ENSG000002360732	0	0	0	0	0	0
ENSG000002351121	0	1	4	4	1	2
ENSG000002668671	1	12	11	10	10	4
ENSG0000011729810	220	2955	4670	3734	3399	2153
ENSG000002369361	1	1	9	1	2	2
ENSG000002311051	0	37	71	22	40	27
ENSG000002362164	0	0	1	0	0	0
ENSG000002288231	0	0	0	0	0	0
ENSG000002360091	0	0	1	0	0	0
ENSG000002270012	2	28	60	43	36	40
ENSG000001879528	20	50	269	153	93	174
ENSG000001865437	0	0	1	4	1	0
ENSG0000014279414	21	409	571	405	414	237
ENSG000001763788	0	0	0	0	0	0
ENSG000001625519	271	3455	4827	4264	3996	2520
ENSG000002334311	0	1	0	0	0	0
ENSG000002217811	0	0	0	0	0	0
ENSG0000007686415	43	497	661	666	670	418
ENSG0000009068611	327	4587	6367	5665	4886	3555
ENSG000002319782	0	2	2	0	0	0
ENSG000001879427	0	40	69	54	51	37
ENSG0000014279812	283	3757	5852	5351	4470	2914
ENSG000002320372	5	79	131	216	319	211
ENSG000002190733	0	0	1	0	0	0
ENSG000002643851	0	0	0	0	0	0
ENSG000002639911	0	0	0	0	0	0
ENSG000002019191	0	0	0	0	0	0
ENSG0000014278915	0	0	2	0	1	0
ENSG000002635821	0	0	0	0	0	0
ENSG000002639291	0	0	0	0	0	0
ENSG000002012731	0	0	0	0	0	0
ENSG000002283971	0	4	3	1	2	0
ENSG000002185103	15	442	580	459	416	310
ENSG0000007083111	413	6429	9032	7225	6757	4641
ENSG000002300682	0	3	7	5	0	1
ENSG000002714281	0	1	7	1	3	2
ENSG000002718401	0	0	3	4	0	4
ENSG0000016255210	1	8	17	23	23	4
ENSG000002665641	0	0	0	0	0	0
ENSG000002343973	0	0	0	0	1	0
ENSG0000018467712	160	1904	2841	2355	1966	1449
ENSG000002372001	2	10	10	9	2	4
ENSG000000708866	18	278	319	273	236	190
ENSG0000017337212	0	2	3	1	4	0
ENSG000001591897	0	0	0	0	0	0
ENSG0000017336911	0	0	0	0	0	0
ENSG0000013321612	62	535	813	535	442	267
ENSG000002654221	0	0	0	0	0	0
ENSG000002161572	0	0	0	0	0	0
ENSG000002259521	0	0	2	2	4	4
ENSG000002640141	0	0	0	0	0	0
ENSG000002727961	0	14	28	11	7	8
ENSG000002159064	0	0	0	0	0	0
ENSG000002278682	1	4	3	5	3	2
ENSG0000000448711	569	8502	11715	10718	9177	6242
ENSG000002405531	0	0	4	2	0	3
ENSG000002637931	0	0	0	1	0	0
ENSG000002668021	0	0	0	0	0	1
ENSG000001696419	231	2774	3961	3483	3215	2224
ENSG000002290101	0	5	7	3	0	6
ENSG000002069351	0	1	1	1	0	0
ENSG000002525781	0	0	0	0	1	0
ENSG000001795463	9	179	174	95	65	28
ENSG000002153813	0	1	8	6	0	4
ENSG000002613262	13	73	146	89	81	56
ENSG0000012594414	1173	16510	23213	20748	17945	13092
ENSG0000012594510	18	49	62	68	52	46
ENSG000002490873	0	6	37	39	35	30
ENSG000002014051	0	0	0	0	0	0
ENSG000002714201	0	0	0	0	0	0
ENSG000002042195	0	2	3	11	6	9
ENSG000002324822	0	0	0	0	0	0
ENSG0000008828014	80	1053	1479	1187	1091	776
ENSG000000079686	21	337	501	449	413	255
ENSG000002350521	2	4	13	16	10	20
ENSG000001173188	118	1824	2416	2569	2240	1495
ENSG000001978804	0	0	0	4	0	0
ENSG000002292392	0	0	0	0	0	0
ENSG000001426768	1665	22173	32141	28183	25446	17489
ENSG000002035892	1	2	12	9	6	8
ENSG000002446092	0	0	0	0	0	0
ENSG000000110078	177	1833	2538	2322	1942	1389
ENSG000002368101	3	23	42	48	43	23
ENSG000000577575	113	1418	2161	1938	1866	1327
ENSG000000110096	169	2089	3011	2861	2675	1740
ENSG0000011730810	42	598	786	749	623	477
ENSG0000011730510	34	575	841	548	583	366
ENSG0000017916311	17	252	302	302	232	185
ENSG000001888226	0	0	1	1	1	0
ENSG000002643471	0	0	0	0	0	0
ENSG000002385381	0	0	0	0	0	0
ENSG000002291061	0	0	1	0	0	0
ENSG000002325573	0	0	0	1	0	0
ENSG000002649261	0	0	0	0	0	0
ENSG000002302282	0	0	1	1	0	0
ENSG000001892667	83	1069	1614	1178	1058	749
ENSG0000018852910	68	837	1101	944	791	542
ENSG000002159054	0	3	0	0	0	0
ENSG000002253152	0	1	0	2	4	0
ENSG0000014266114	0	13	19	57	34	34
ENSG000002307031	0	0	0	0	0	0
ENSG000001426773	0	4	8	25	15	9
ENSG000001854367	25	410	527	491	451	313
ENSG000002300232	0	2	0	0	2	1
ENSG000002210323	0	0	0	0	0	0
ENSG000002665111	0	0	0	0	0	0
ENSG000002322982	0	10	9	8	10	7
ENSG0000015805511	5	107	108	435	412	274
ENSG0000000146013	56	1055	1336	1205	1210	745
ENSG0000000146112	80	1138	1556	1216	1099	769
ENSG000001176027	167	2368	3352	2874	2330	1635
ENSG000002665511	0	2	3	2	4	1
ENSG000002644431	0	0	0	0	0	0
ENSG000001844546	1	8	14	8	6	3
ENSG000002273122	0	0	0	0	0	0
ENSG000002391061	0	0	0	0	0	0
ENSG0000013322612	1138	14867	20323	19667	16185	11788
ENSG000002389861	0	0	0	2	0	0
ENSG0000016950410	1574	22051	30252	20564	18912	12838
ENSG000002384821	0	0	0	0	1	0
ENSG0000002063314	18	251	311	390	335	228
ENSG000002291621	0	2	7	6	2	1
ENSG000002610251	0	0	0	0	0	2
ENSG000002643711	0	0	0	0	0	0
ENSG000002337551	0	0	0	1	2	0
ENSG000002334192	0	0	0	0	0	0
ENSG000002319531	0	0	0	0	0	0
ENSG000001176145	138	2461	3625	3174	2726	2077
ENSG0000011761613	239	3177	4471	3942	3615	2589
ENSG000002724321	3	16	20	24	22	15
ENSG000002613491	4	44	76	68	75	24
ENSG0000018701014	10	91	145	140	90	75
ENSG000002241831	4	50	65	45	44	22
ENSG000002599841	1	9	11	6	8	1
ENSG000001837266	526	6166	8427	6741	6282	4179
ENSG000002525151	0	1	2	0	0	0
ENSG000002388891	0	4	2	5	1	2
ENSG0000018867212	8	37	76	107	104	48
ENSG000002380843	3	27	20	9	11	12
ENSG000002664681	0	0	0	0	0	0
ENSG000002041785	102	1357	2014	1470	1324	877
ENSG000001579787	222	3070	4161	3670	3423	2294
ENSG000002256431	2	22	19	24	9	3
ENSG0000011764310	94	1826	2533	1920	1785	1047
ENSG000002334781	0	3	2	2	1	8
ENSG0000016243012	766	9983	14176	11828	10715	6435
ENSG000002550543	0	0	0	0	0	0
ENSG000002281721	0	2	4	2	2	3
ENSG0000011764013	64	911	1277	1041	805	633
ENSG000002234742	0	21	16	14	15	11
ENSG000002724781	0	0	0	1	0	0
ENSG000001274236	91	1210	1537	1666	1525	1062
ENSG000002365281	2	1	7	3	3	0
ENSG000001827495	53	731	964	1064	933	636
ENSG000002073021	0	0	0	0	0	0
ENSG0000011763216	1441	19071	27092	22580	20525	13813
ENSG000002297861	0	4	4	4	3	12
ENSG000002236241	0	3	2	2	0	6
ENSG000002640211	0	5	2	4	3	3
ENSG000002667631	0	0	0	0	0	0
ENSG000001580069	105	1353	1864	1529	1263	908
ENSG000002072371	0	0	0	0	0	0
ENSG000002521901	0	0	0	0	0	0
ENSG000002526911	0	1	0	0	0	0
ENSG000001580085	7	108	141	82	82	50
ENSG0000015801410	0	4	17	19	11	2
ENSG000001580226	0	4	1	7	5	1
ENSG000002653201	0	0	0	0	0	0
ENSG000001750875	17	382	516	445	330	274
ENSG000001972454	4	57	70	31	22	7
ENSG000001426847	2	6	24	18	24	13
ENSG000002367821	0	2	0	3	2	5
ENSG0000014267513	36	537	636	755	598	414
ENSG000001887823	0	16	9	19	20	10
ENSG000002361552	0	0	2	1	0	1
ENSG000001306959	204	2534	3672	3822	3395	2267
ENSG000002707331	0	6	12	5	5	9
ENSG000001426699	145	1986	3074	2823	2319	1532
ENSG0000015806216	74	971	1326	1197	1023	777
ENSG000001694424	10	184	209	169	131	93
ENSG000001760929	23	253	411	425	295	213
ENSG000002258542	0	3	0	1	5	3
ENSG000002651431	0	0	0	0	0	1
ENSG0000017608313	0	0	2	0	0	0
ENSG000001319146	6374	86417	116569	100426	88091	60810
ENSG0000011768212	115	1603	2397	2145	1821	1322
ENSG000002235831	1	8	9	17	6	9
ENSG000002258911	2	34	30	14	19	14
ENSG000001988306	1331	17130	24192	20835	17780	12478
ENSG000002241291	0	1	1	1	1	2
ENSG000001176769	329	3930	5309	5270	4623	2952
ENSG000002387051	0	0	0	0	0	0
ENSG000002439052	0	0	0	0	0	0
ENSG000002528021	0	0	0	0	0	0
ENSG000002292472	0	1	0	0	0	0
ENSG000002383161	0	0	0	0	0	0
ENSG000002350692	0	0	0	0	0	0
ENSG000002600631	3	35	52	63	33	24
ENSG0000011771313	1289	17639	25763	17695	15732	9979
ENSG000002661381	2	4	1	4	2	2
ENSG000000606426	43	748	1045	872	707	558
ENSG000002411882	0	2	5	4	2	1
ENSG000002041607	154	2168	3029	2781	2350	1652
ENSG0000017579310	0	42	46	97	95	68
ENSG000002266981	0	0	0	0	0	0
ENSG0000014275110	140	2019	2532	2167	1945	1365
ENSG000001987468	79	1053	1497	1272	1146	807
ENSG000000902739	1228	16783	24199	22499	19922	14323
ENSG000001319104	0	4	7	1	0	2
ENSG000001757077	7	98	163	132	113	75
ENSG000001727466	0	1	3	5	2	0
ENSG000002240641	0	0	0	0	0	0
ENSG000002252941	0	0	4	3	1	0
ENSG000002533683	130	1680	2288	1950	1767	1096
ENSG000001582467	248	3785	5397	4146	3740	2530
ENSG000000900206	181	1841	2779	2425	2240	1508
ENSG000002299852	0	0	1	0	2	1
ENSG000002149733	36	108	223	125	133	70
ENSG000002251591	3	33	57	43	41	14
ENSG000002259902	0	0	0	0	0	0
ENSG000002243111	0	0	0	0	0	0
ENSG0000014278411	182	2204	3007	2304	2171	1315
ENSG000002520981	0	0	2	1	0	0
ENSG000002436591	0	0	1	0	2	1
ENSG0000018650110	120	1466	2078	1739	1447	992
ENSG000002068881	0	2	5	0	3	0
ENSG000002415471	1	37	35	26	24	12
ENSG0000014276513	56	513	736	941	752	593
ENSG0000014273310	63	787	1186	1132	1005	630
ENSG000001427488	0	10	17	9	16	6
ENSG000001749506	7	38	63	28	40	24
ENSG000002312071	0	1	0	0	0	1
ENSG000001817736	51	707	940	1036	887	555
ENSG000001581956	1148	14831	21380	17249	15488	10422
ENSG000002411691	1	4	2	4	8	6
ENSG000002374291	0	6	9	5	2	2
ENSG000001267059	223	3623	4821	4173	3636	2439
ENSG000000009388	2	22	43	37	27	22
ENSG000002359121	6	75	72	84	141	72
ENSG000002339751	0	0	0	0	0	0
ENSG0000012670910	7	93	139	137	107	97
ENSG000002258861	0	1	2	1	0	0
ENSG000002067671	0	0	0	0	0	0
ENSG000002266622	0	0	0	0	0	0
ENSG000002070951	0	0	0	0	0	0
ENSG0000000978011	96	1358	1955	1762	1443	1093
ENSG000002313441	0	11	8	19	5	7
ENSG000002308331	0	4	17	12	2	5
ENSG000001177589	102	1014	1484	1135	924	652
ENSG000002699711	1	0	1	0	1	0
ENSG000002700311	0	1	0	2	0	5
ENSG000002230621	0	0	1	0	0	0
ENSG0000011775113	232	2843	4210	3963	3682	2353
ENSG000002529471	0	1	8	10	2	1
ENSG000002685521	0	0	0	0	0	0
ENSG0000013077511	42	402	582	521	461	315
ENSG000001177485	350	3961	5854	4598	4243	2910
ENSG0000013076810	33	504	792	495	449	287
ENSG000002270501	1	0	1	4	2	3
ENSG000001581567	59	1017	1405	1187	1079	679
ENSG0000015816111	152	2106	3111	2824	2357	1651
ENSG000002382312	0	5	1	6	6	4
ENSG000002407502	1	4	9	7	10	7
ENSG000002285892	38	250	932	826	397	478
ENSG000002289431	0	0	0	1	0	0
ENSG000002148123	1	6	15	15	9	11
ENSG000002530051	0	0	0	0	0	0
ENSG000002524291	0	0	0	0	0	0
ENSG000001694037	4	76	91	116	107	57
ENSG000001266986	644	8351	12561	10579	9443	6683
ENSG000002159021	0	1	9	7	6	14
ENSG000002698041	0	0	0	0	0	0
ENSG0000013077013	861	13125	18151	16714	15308	10494
ENSG000002706051	13	118	145	161	139	80
ENSG000002713981	4	5	8	15	6	3
ENSG000001307664	232	3339	4457	4320	4008	2605
ENSG000001307729	105	1269	1733	1260	1289	809
ENSG000002041388	368	4522	6364	5379	4782	3204
ENSG000002067791	0	0	2	4	0	1
ENSG000002298202	0	10	10	5	10	8
ENSG000002212161	1	12	11	10	10	12
ENSG0000018019811	340	5206	6805	6361	5475	3951
ENSG000002421252	281	4089	5550	5481	4708	3529
ENSG000002000871	13	113	181	188	153	99
ENSG000002388211	0	2	4	6	2	7
ENSG000002314682	2	18	27	32	20	22
ENSG000001800985	99	1192	1574	1315	1429	864
ENSG000001979899	107	1367	1940	2354	1871	1354
ENSG000002215391	4	50	76	61	72	81
ENSG000001206567	116	1639	2250	2279	2028	1287
ENSG000001880606	28	324	497	388	379	260
ENSG000002293881	0	6	7	4	3	2
ENSG000002701032	7	106	135	126	117	65
ENSG000001624198	126	1693	2419	2257	1828	1374
ENSG000002527771	0	2	4	1	1	0
ENSG0000019849210	661	8891	12112	8951	8235	5824
ENSG000001163296	2	56	52	64	89	37
ENSG000002268522	4	26	45	53	57	23
ENSG000002334271	0	8	5	5	5	1
ENSG000001997561	0	0	0	0	0	0
ENSG0000015902314	657	8442	11772	9336	8390	5774
ENSG000002256162	3	42	76	43	67	24
ENSG000002067041	0	0	0	1	1	0
ENSG000002533041	90	1038	1359	1192	1093	735
ENSG000002257501	0	2	3	6	1	5
ENSG0000011635011	813	10516	14467	13317	11838	8319
ENSG000002276371	0	5	5	9	8	11
ENSG0000011635311	121	1340	1757	1592	1331	945
ENSG000002379341	2	4	7	12	15	8
ENSG0000006065615	205	2537	3488	4551	4002	2642
ENSG000002215501	0	0	0	0	0	0
ENSG000002305231	0	1	0	6	0	0
ENSG000002666781	0	0	0	0	0	0
ENSG000002250114	0	1	1	2	0	0
ENSG000002211261	0	0	0	0	0	0
ENSG000002281761	0	0	0	0	0	0
ENSG000002227871	0	0	0	0	0	0
ENSG000002709271	0	0	0	0	0	0
ENSG000002333992	0	0	3	0	0	0
ENSG000002333721	0	0	0	0	0	0
ENSG000002312511	0	0	0	0	0	0
ENSG000002363351	0	0	0	0	0	0
ENSG000002319491	0	0	0	0	0	0
ENSG000001625105	1	15	5	18	9	1
ENSG000001860565	2	16	33	32	15	22
ENSG000001625117	1	24	27	75	81	49
ENSG000002647731	0	0	0	0	0	0
ENSG000002296071	0	0	0	1	0	0
ENSG000002233823	0	0	0	2	1	0
ENSG000002227841	2	0	1	1	0	2
ENSG000002351431	0	3	1	6	1	2
ENSG0000016251211	675	8688	12305	9656	8441	5637
ENSG0000013464411	838	11480	16616	12398	10833	7250
ENSG000002001541	0	3	0	2	4	1
ENSG000002021071	1	5	10	8	7	1
ENSG000002001811	0	6	0	0	3	2
ENSG000002373292	0	1	5	3	1	2
ENSG000002327681	2	6	2	14	9	8
ENSG000002159004	0	0	0	0	4	0
ENSG000002251422	0	0	0	4	0	0
ENSG000000846285	202	2894	4055	3973	3303	2191
ENSG000000606888	452	5757	8332	7010	6282	4201
ENSG000002294472	0	24	34	26	23	20
ENSG0000012176610	155	2441	3250	3017	2747	2058
ENSG000002290441	0	5	8	3	5	0
ENSG000001217693	70	1081	1560	1728	1437	1099
ENSG000001685287	6	4	12	8	4	2
ENSG000002689501	0	0	0	0	1	0
ENSG000002158993	0	0	0	0	0	0
ENSG000002069811	0	0	0	0	0	0
ENSG000002286822	0	0	0	0	0	0
ENSG000002239071	0	0	0	0	0	0
ENSG000002291671	0	0	0	0	0	0
ENSG0000014291011	22	393	557	632	464	346
ENSG000001217647	1	15	16	7	11	3
ENSG000001625178	148	2204	3038	2439	2209	1423
ENSG000002357903	6	21	4	7	12	9
ENSG000002640781	0	0	2	4	2	4
ENSG0000008463613	11	60	48	106	125	76
ENSG000001217538	107	1743	2385	1967	1556	1026
ENSG000002665801	1	2	2	13	2	1
ENSG000002545451	0	0	0	0	1	1
ENSG000001346688	7	159	209	159	131	120
ENSG000002036202	0	16	16	26	11	19
ENSG000002699671	0	21	26	27	22	16
ENSG0000018400713	1200	15640	21498	18131	15945	11030
ENSG000002126731	7	40	37	51	29	31
ENSG000002286341	1	14	24	23	7	8
ENSG0000012177413	1373	19339	26537	20457	18920	12773
ENSG000002033253	1	13	19	48	14	20
ENSG0000012177513	100	1207	1857	1468	1391	918
ENSG000002662031	0	0	1	1	0	0
ENSG000000258009	614	7821	11275	10278	9128	6081
ENSG000002501351	0	0	0	0	0	0
ENSG0000008465211	469	5769	8249	7952	7028	4836
ENSG0000016005010	57	786	1161	983	858	576
ENSG000002240661	3	17	17	12	20	10
ENSG000001600517	22	325	466	388	414	237
ENSG000002220462	2	24	20	25	25	20
ENSG0000016005515	15	200	317	278	238	156
ENSG000000846237	724	9850	13606	11430	10629	7080
ENSG000002207853	46	505	716	473	492	309
ENSG000001836155	14	129	141	105	79	93
ENSG0000018286612	60	902	1271	791	626	437
ENSG000002524501	0	0	0	0	0	0
ENSG000001164787	764	9739	13806	12322	11217	7592
ENSG000001751306	1144	15835	22473	20128	17677	11619
ENSG000002337751	0	0	2	5	0	3
ENSG000001625266	2	27	48	57	54	30
ENSG000002258281	12	150	161	216	173	149
ENSG0000016005814	185	2591	3445	3062	2643	1887
ENSG000002243331	0	1	1	0	0	2
ENSG000002708501	0	0	0	4	0	0
ENSG000002292591	2	22	6	11	5	8
ENSG000002635291	0	0	0	0	0	0
ENSG000002545531	0	0	0	1	3	0
ENSG000002732741	26	185	245	159	172	111
ENSG0000016006210	76	1002	1327	1237	897	701
ENSG0000017626111	132	1503	2058	1934	1686	1224
ENSG000002005911	0	9	10	23	10	11
ENSG0000016252114	1069	14316	20532	16664	14771	10224
ENSG0000016252010	0	0	14	12	7	7
ENSG000002244091	0	0	3	5	2	0
ENSG000001625226	257	3189	4447	3992	3770	2531
ENSG000001346846	1720	23373	32779	25543	23961	16714
ENSG0000011649713	347	4182	5766	4853	4103	3165
ENSG0000016009711	11	122	235	210	146	126
ENSG000001219055	2	31	52	35	9	11
ENSG0000012190014	34	351	407	523	475	286
ENSG000002214231	0	0	0	1	0	0
ENSG0000011651412	92	1226	1624	2079	2017	1267
ENSG000002678851	0	0	0	2	1	0
ENSG000002176444	0	0	0	1	0	0
ENSG000002396701	0	3	0	0	0	0
ENSG000002360652	0	2	0	5	5	6
ENSG0000000445512	560	7671	10589	9791	8673	6134
ENSG0000014292012	7	165	250	322	227	190
ENSG000001165259	70	837	1305	996	886	590
ENSG0000016009410	134	1906	2674	2049	1928	1285
ENSG000002701151	4	15	22	18	13	12
ENSG000002561421	0	0	0	0	0	0
ENSG000001843898	0	1	5	4	0	5
ENSG000002253132	0	18	12	21	14	8
ENSG0000013468612	107	1590	2264	1960	1765	1143
ENSG000002662391	0	1	2	3	0	3
ENSG000002221121	0	1	4	6	2	1
ENSG000002332461	2	1	0	9	7	4
ENSG000002212251	0	0	0	0	0	0
ENSG000002345121	0	0	0	0	0	0
ENSG0000012190310	34	526	734	669	610	432
ENSG000002359072	0	4	11	7	7	0
ENSG0000012190413	137	1600	2307	1376	1269	810
ENSG000002270002	0	0	1	0	0	4
ENSG000001762566	0	2	4	5	7	0
ENSG000002311631	0	0	3	6	4	6
ENSG000002011481	0	0	0	0	0	0
ENSG0000014269810	18	266	380	249	291	153
ENSG000002210531	0	0	4	1	1	0
ENSG000002702411	0	0	0	0	0	0
ENSG000002079411	0	0	0	0	0	0
ENSG000001638668	130	2003	2829	2686	2211	1705
ENSG000001892803	1	13	3	24	8	13
ENSG000001894335	0	2	0	2	6	1
ENSG000002558111	0	0	2	0	0	0
ENSG000002161621	0	0	1	0	0	0
ENSG000001889107	0	15	7	12	24	15
ENSG000001875138	0	0	0	6	0	2
ENSG000002301631	5	25	83	81	33	32
ENSG000001165447	16	344	463	377	268	212
ENSG000002527281	0	0	0	0	0	0
ENSG000002410141	5	100	164	144	135	127
ENSG000002717411	0	0	0	0	0	0
ENSG000002437491	0	1	0	0	0	0
ENSG0000016386712	51	779	1022	831	751	531
ENSG000002339401	0	0	0	2	0	0
ENSG000001970565	165	2704	3803	2867	2420	1718
ENSG000002283481	0	1	6	1	1	0
ENSG000001165606	3371	41778	59853	44149	37871	27405
ENSG000002018681	0	0	0	0	1	0
ENSG000002635911	0	0	1	0	1	0
ENSG000001464637	654	8983	12726	9526	8349	5687
ENSG000002403742	0	2	0	0	4	0
ENSG000002015421	0	1	0	0	0	0
ENSG000002299941	11	30	68	103	68	68
ENSG000002274091	0	2	6	2	10	0
ENSG000002021291	4	4	4	0	0	1
ENSG0000014268713	603	8970	12665	8428	7501	4802
ENSG000002362741	0	3	4	3	2	4
ENSG0000002012911	307	4682	6732	5254	4628	3007
ENSG000002396361	3	14	31	29	12	20
ENSG000001168196	15	95	159	137	119	87
ENSG000001260677	634	8579	12412	10533	9116	6125
ENSG000002398592	0	0	0	0	0	0
ENSG000001426867	108	1272	1900	1719	1364	1015
ENSG000000928539	261	3418	4870	4814	4052	2900
ENSG000002323351	0	2	4	1	2	2
ENSG0000013469810	108	1619	2350	1917	1608	1239
ENSG000000928476	945	13010	17910	15934	14022	9901
ENSG000002711641	3	2	4	9	6	6
ENSG000002719141	11	65	116	105	69	60
ENSG0000012607014	166	2236	3037	2803	2320	1635
ENSG000002715541	0	7	6	20	10	15
ENSG000002328624	0	0	0	2	1	0
ENSG000000928507	2	27	38	34	36	28
ENSG0000011686310	107	1905	2536	2255	2146	1481
ENSG000001718126	14	120	129	128	141	87
ENSG000000541167	229	3068	4246	4031	3858	2749
ENSG0000011687111	793	10457	14764	14386	13137	9211
ENSG000002645921	0	0	1	0	0	0
ENSG000000541189	1185	15303	21894	18324	16249	11338
ENSG000002318491	0	0	1	2	0	0
ENSG000002141935	24	352	542	536	498	320
ENSG000001426946	35	464	562	577	503	306
ENSG000001168838	8	190	296	299	250	196
ENSG000001961826	201	2673	3818	3015	2761	1843
ENSG000001818175	126	1767	2495	2237	2000	1297
ENSG000002228211	0	0	0	0	0	0
ENSG0000011688514	12	196	260	262	209	158
ENSG000002014481	0	2	1	1	0	1
ENSG000001168987	284	3577	4857	4550	3955	2724
ENSG0000011953513	0	7	10	12	9	7
ENSG000002302141	0	0	0	1	0	0
ENSG000002344811	0	0	0	0	0	0
ENSG000001638735	170	2545	3484	2244	2013	1333
ENSG000002646981	0	0	0	0	0	0
ENSG000002073281	0	0	0	0	0	0
ENSG000002239441	0	0	0	0	0	0
ENSG000002523681	0	0	0	0	0	0
ENSG000002304512	0	0	0	0	0	0
ENSG000002336211	1	22	15	29	20	16
ENSG000001638748	14	319	439	465	338	283
ENSG0000016387511	186	2588	3361	3336	3134	1939
ENSG000002636751	0	9	5	9	9	2
ENSG000001638779	158	2742	3681	3366	2969	2152
ENSG000002322731	0	11	11	11	7	6
ENSG000002377493	2	18	41	45	43	16
ENSG000001638799	2	28	40	50	57	25
ENSG000001346978	574	6923	9789	9376	8213	5771
ENSG000001692189	0	26	30	24	21	9
ENSG0000011692210	187	2522	3547	3178	3070	2044
ENSG000001346906	266	3831	5392	4660	4392	3017
ENSG0000018331712	0	30	35	28	26	18
ENSG000002004211	0	0	0	0	0	0
ENSG000002388711	0	0	0	0	0	0
ENSG000002141414	0	0	1	0	6	0
ENSG000002274162	2	3	12	3	8	4
ENSG0000018509010	36	517	670	732	611	423
ENSG000002337281	0	0	0	0	0	0
ENSG000001964493	57	877	1246	1371	1200	802
ENSG0000019798212	89	1600	1945	1884	1748	1235
ENSG000001887869	76	1189	1814	1571	1419	968
ENSG000002306101	0	0	0	1	0	0
ENSG000002356731	2	0	0	5	1	6
ENSG000002309551	0	0	0	0	0	0
ENSG000002040848	154	1963	2857	2229	2139	1412
ENSG000002524481	0	1	3	3	4	1
ENSG000002222821	0	3	0	1	1	1
ENSG000001834317	948	12138	18031	16420	14392	10564
ENSG000002125411	1	4	7	10	11	5
ENSG000001833865	98	1001	1441	1495	1272	814
ENSG000001835207	302	3794	5467	4971	4242	3096
ENSG000001856685	115	1999	2785	2452	2140	1384
ENSG000002245921	2	34	39	124	85	88
ENSG000002235892	0	0	1	5	9	10
ENSG000002655961	0	0	0	0	2	0
ENSG000002372901	0	4	12	5	9	9
ENSG000002007961	0	0	0	0	0	0
ENSG000002380631	0	2	4	0	0	0
ENSG000002158954	1	7	21	13	15	11
ENSG000001169547	219	2523	3507	3125	2835	2013
ENSG000002284362	6	35	51	49	48	34
ENSG000002141144	38	563	939	724	637	452
ENSG000001312338	0	2	3	0	0	0
